star 1	err	star 2	err	star 3		2-1	3-1	3-2	HJD	Epoch	error 3-2	error 2-1	error 3-1	phase	new phase
-10.919	0.004	-8.506	0.017	-8.884	0.013	2.413	2.035	-0.378	2459522.66	59522.65977	0.01360147051	0.02140093456	0.01360147051	0.09626348108	0.2118399835
-10.933	0.004	-8.472	0.017	-8.886	0.013	2.461	2.047	-0.414	2459522.66	59522.65996	0.01360147051	0.02140093456	0.01360147051	0.09684700943	0.2124235119
-10.93	0.004	-8.46	0.017	-8.848	0.013	2.47	2.082	-0.388	2459522.66	59522.66015	0.01360147051	0.02140093456	0.01360147051	0.09742723321	0.2130037357
-10.932	0.004	-8.475	0.017	-8.833	0.013	2.457	2.099	-0.358	2459522.66	59522.66033	0.01360147051	0.02140093456	0.01360147051	0.09801151075	0.2135880132
-10.859	0.004	-8.377	0.018	-8.776	0.014	2.482	2.083	-0.399	2459522.661	59522.66052	0.01456021978	0.0228035085	0.01456021978	0.09859716035	0.2141736628
-10.888	0.004	-8.412	0.018	-8.794	0.013	2.476	2.094	-0.382	2459522.661	59522.66071	0.01360147051	0.02220360331	0.01360147051	0.09917919322	0.2147556957
-10.787	0.004	-8.242	0.02	-8.703	0.014	2.545	2.084	-0.461	2459522.661	59522.66089	0.01456021978	0.02441311123	0.01456021978	0.09976128852	0.215337791
-10.882	0.004	-8.408	0.018	-8.767	0.014	2.474	2.115	-0.359	2459522.661	59522.66108	0.01456021978	0.0228035085	0.01456021978	0.1003538289	0.2159303314
-10.901	0.004	-8.447	0.017	-8.822	0.013	2.454	2.079	-0.375	2459522.661	59522.66127	0.01360147051	0.02140093456	0.01360147051	0.1009372949	0.2165137973
-10.883	0.004	-8.413	0.018	-8.752	0.014	2.47	2.131	-0.339	2459522.661	59522.66146	0.01456021978	0.0228035085	0.01456021978	0.1015179252	0.2170944276
-10.906	0.004	-8.4	0.018	-8.792	0.013	2.506	2.114	-0.392	2459522.662	59522.66165	0.01360147051	0.02220360331	0.01360147051	0.1021172925	0.217693795
-10.868	0.004	-8.342	0.018	-8.758	0.014	2.526	2.11	-0.416	2459522.662	59522.66184	0.01456021978	0.0228035085	0.01456021978	0.1027001356	0.218276638
-10.878	0.004	-8.397	0.018	-8.781	0.014	2.481	2.097	-0.384	2459522.662	59522.66202	0.01456021978	0.0228035085	0.01456021978	0.1032829176	0.2188594201
-10.791	0.004	-8.243	0.02	-8.656	0.015	2.548	2.135	-0.413	2459522.662	59522.66221	0.0155241747	0.025	0.0155241747	0.103864949	0.2194414515
-10.837	0.004	-8.334	0.019	-8.719	0.014	2.503	2.118	-0.385	2459522.662	59522.6624	0.01456021978	0.02360084744	0.01456021978	0.1044661269	0.2200426294
-10.935	0.004	-8.425	0.018	-8.806	0.013	2.51	2.129	-0.381	2459522.663	59522.66259	0.01360147051	0.02220360331	0.01360147051	0.1050579182	0.2206344206
-10.934	0.004	-8.405	0.018	-8.785	0.014	2.529	2.149	-0.38	2459522.663	59522.66279	0.01456021978	0.0228035085	0.01456021978	0.1056706635	0.221247166
-10.868	0.004	-8.321	0.019	-8.745	0.014	2.547	2.123	-0.424	2459522.663	59522.66298	0.01456021978	0.02360084744	0.01456021978	0.1062552518	0.2218317542
-10.943	0.004	-8.407	0.018	-8.797	0.013	2.536	2.146	-0.39	2459522.663	59522.66316	0.01360147051	0.02220360331	0.01360147051	0.1068394669	0.2224159693
-10.908	0.004	-8.36	0.019	-8.774	0.014	2.548	2.134	-0.414	2459522.663	59522.66335	0.01456021978	0.02360084744	0.01456021978	0.1074248043	0.2230013068
-10.894	0.004	-8.349	0.018	-8.752	0.014	2.545	2.142	-0.403	2459522.664	59522.66354	0.01456021978	0.0228035085	0.01456021978	0.1080122935	0.223588796
-10.956	0.004	-8.386	0.018	-8.801	0.013	2.57	2.155	-0.415	2459522.664	59522.66373	0.01360147051	0.02220360331	0.01360147051	0.1085972578	0.2241737603
-10.951	0.004	-8.387	0.018	-8.779	0.014	2.564	2.172	-0.392	2459522.664	59522.66392	0.01456021978	0.0228035085	0.01456021978	0.1091817836	0.2247582861
-10.92	0.004	-8.347	0.018	-8.764	0.014	2.573	2.156	-0.417	2459522.664	59522.6641	0.01456021978	0.0228035085	0.01456021978	0.1097674332	0.2253439357
-10.971	0.004	-8.431	0.017	-8.796	0.013	2.54	2.175	-0.365	2459522.664	59522.66429	0.01360147051	0.02140093456	0.01360147051	0.1103495285	0.225926031
-10.981	0.004	-8.443	0.017	-8.803	0.013	2.538	2.178	-0.36	2459522.664	59522.66448	0.01360147051	0.02140093456	0.01360147051	0.1109323091	0.2265088116
-10.959	0.004	-8.395	0.018	-8.787	0.014	2.564	2.172	-0.392	2459522.665	59522.66467	0.01456021978	0.0228035085	0.01456021978	0.1115389114	0.2271154139
-10.973	0.004	-8.391	0.018	-8.789	0.014	2.582	2.184	-0.398	2459522.665	59522.66486	0.01456021978	0.0228035085	0.01456021978	0.112134694	0.2277111964
-10.987	0.004	-8.428	0.017	-8.796	0.013	2.559	2.191	-0.368	2459522.665	59522.66506	0.01360147051	0.02140093456	0.01360147051	0.1127633088	0.2283398113
-10.969	0.004	-8.416	0.018	-8.786	0.013	2.553	2.183	-0.37	2459522.665	59522.66525	0.01360147051	0.02220360331	0.01360147051	0.1133460909	0.2289225933
-10.946	0.004	-8.382	0.018	-8.768	0.014	2.564	2.178	-0.386	2459522.665	59522.66544	0.01456021978	0.0228035085	0.01456021978	0.113930306	0.2295068084
-10.889	0.004	-8.297	0.019	-8.689	0.014	2.592	2.2	-0.392	2459522.666	59522.66562	0.01456021978	0.02360084744	0.01456021978	0.1145101871	0.2300866895
-10.893	0.004	-8.272	0.02	-8.687	0.014	2.621	2.206	-0.415	2459522.666	59522.66581	0.01456021978	0.02441311123	0.01456021978	0.1150926555	0.230669158
-11.001	0.004	-8.41	0.018	-8.808	0.014	2.591	2.193	-0.398	2459522.666	59522.66601	0.01456021978	0.0228035085	0.01456021978	0.1157176232	0.2312941256
-10.94	0.004	-8.326	0.019	-8.711	0.014	2.614	2.229	-0.385	2459522.666	59522.6662	0.01456021978	0.02360084744	0.01456021978	0.1163000611	0.2318765636
-10.893	0.004	-8.303	0.02	-8.689	0.015	2.59	2.204	-0.386	2459522.666	59522.66639	0.0155241747	0.025	0.0155241747	0.1168828417	0.2324593442
-10.99	0.004	-8.382	0.018	-8.765	0.014	2.608	2.225	-0.383	2459522.667	59522.66657	0.01456021978	0.0228035085	0.01456021978	0.1174681472	0.2330446497
-10.947	0.004	-8.313	0.019	-8.725	0.014	2.634	2.222	-0.412	2459522.667	59522.66676	0.01456021978	0.02360084744	0.01456021978	0.1180599704	0.2336364728
-10.945	0.004	-8.334	0.018	-8.706	0.014	2.611	2.239	-0.372	2459522.667	59522.66695	0.01456021978	0.0228035085	0.01456021978	0.1186416287	0.2342181311
-11.014	0.004	-8.411	0.018	-8.794	0.014	2.603	2.22	-0.383	2459522.667	59522.66714	0.01456021978	0.0228035085	0.01456021978	0.1192244107	0.2348009132
-10.951	0.004	-8.328	0.019	-8.715	0.014	2.623	2.236	-0.387	2459522.667	59522.66732	0.01456021978	0.02360084744	0.01456021978	0.1198065046	0.235383007
-10.965	0.004	-8.327	0.019	-8.717	0.014	2.638	2.248	-0.39	2459522.668	59522.66751	0.01456021978	0.02360084744	0.01456021978	0.1203896598	0.2359661622
-11.005	0.004	-8.379	0.018	-8.758	0.014	2.626	2.247	-0.379	2459522.668	59522.6677	0.01456021978	0.0228035085	0.01456021978	0.1209713805	0.2365478829
-11.087	0.004	-8.439	0.017	-8.824	0.013	2.648	2.263	-0.385	2459522.668	59522.66789	0.01360147051	0.02140093456	0.01360147051	0.1215775457	0.2371540482
-11.049	0.004	-8.389	0.018	-8.809	0.013	2.66	2.24	-0.42	2459522.668	59522.66809	0.01360147051	0.02220360331	0.01360147051	0.1222055072	0.2377820097
-11.007	0.004	-8.354	0.018	-8.742	0.014	2.653	2.265	-0.388	2459522.668	59522.66828	0.01456021978	0.0228035085	0.01456021978	0.1227889731	0.2383654756
-11.052	0.004	-8.405	0.017	-8.804	0.013	2.647	2.248	-0.399	2459522.668	59522.66847	0.01360147051	0.02140093456	0.01360147051	0.1233728151	0.2389493175
-10.997	0.004	-8.342	0.019	-8.724	0.014	2.655	2.273	-0.382	2459522.669	59522.66866	0.01456021978	0.02360084744	0.01456021978	0.1239700626	0.2395465651
-11.009	0.004	-8.331	0.019	-8.76	0.014	2.678	2.249	-0.429	2459522.669	59522.66885	0.01456021978	0.02360084744	0.01456021978	0.1245542777	0.2401307802
-11.09	0.004	-8.406	0.018	-8.797	0.013	2.684	2.293	-0.391	2459522.669	59522.66903	0.01360147051	0.02220360331	0.01360147051	0.1251374329	0.2407139354
-11.058	0.004	-8.393	0.018	-8.756	0.014	2.665	2.302	-0.363	2459522.669	59522.66922	0.01456021978	0.0228035085	0.01456021978	0.125719839	0.2412963414
-11.08	0.004	-8.427	0.017	-8.784	0.013	2.653	2.296	-0.357	2459522.669	59522.66941	0.01360147051	0.02140093456	0.01360147051	0.1263022464	0.2418787489
-11.106	0.003	-8.429	0.017	-8.821	0.013	2.677	2.285	-0.392	2459522.67	59522.66959	0.01334166406	0.02140093456	0.01334166406	0.1268875839	0.2424640863
-11.099	0.004	-8.438	0.018	-8.79	0.013	2.661	2.309	-0.352	2459522.67	59522.66979	0.01360147051	0.02220360331	0.01360147051	0.1274934384	0.2430699408
-11.14	0.003	-8.467	0.017	-8.85	0.013	2.673	2.29	-0.383	2459522.67	59522.66998	0.01334166406	0.02140093456	0.01334166406	0.1280787758	0.2436552783
-11.102	0.004	-8.424	0.018	-8.771	0.014	2.678	2.331	-0.347	2459522.67	59522.67016	0.01456021978	0.0228035085	0.01456021978	0.1286611818	0.2442376843
-11.046	0.004	-8.354	0.018	-8.751	0.014	2.692	2.295	-0.397	2459522.67	59522.67035	0.01456021978	0.0228035085	0.01456021978	0.1292447116	0.2448212141
-10.95	0.004	-8.259	0.02	-8.635	0.015	2.691	2.315	-0.376	2459522.671	59522.67054	0.0155241747	0.025	0.0155241747	0.12982824	0.2454047425
-11.023	0.004	-8.344	0.019	-8.713	0.014	2.679	2.31	-0.369	2459522.671	59522.67072	0.01456021978	0.02360084744	0.01456021978	0.1304106475	0.2459871499
-11.053	0.004	-8.358	0.018	-8.749	0.014	2.695	2.304	-0.391	2459522.671	59522.67091	0.01456021978	0.0228035085	0.01456021978	0.1309966397	0.2465731422
-11.129	0.003	-8.41	0.017	-8.789	0.013	2.719	2.34	-0.379	2459522.671	59522.6711	0.01334166406	0.02140093456	0.01334166406	0.1315790457	0.2471555482
-11.077	0.004	-8.38	0.018	-8.752	0.014	2.697	2.325	-0.372	2459522.671	59522.6713	0.01456021978	0.0228035085	0.01456021978	0.1321961556	0.247772658
-11.049	0.004	-8.337	0.019	-8.682	0.015	2.712	2.367	-0.345	2459522.671	59522.67148	0.0155241747	0.02420743687	0.0155241747	0.1327767539	0.2483532564
-11.079	0.004	-8.355	0.018	-8.702	0.014	2.724	2.377	-0.347	2459522.672	59522.67167	0.01456021978	0.0228035085	0.01456021978	0.1333573842	0.2489338867
-11.172	0.003	-8.42	0.017	-8.846	0.013	2.752	2.326	-0.426	2459522.672	59522.67186	0.01334166406	0.02140093456	0.01334166406	0.1339437496	0.2495202521
-10.9	0.004	-8.147	0.021	-8.558	0.016	2.753	2.342	-0.411	2459522.672	59522.67205	0.0164924225	0.02640075756	0.0164924225	0.1345302109	0.2501067133
-11.099	0.004	-8.37	0.018	-8.788	0.014	2.729	2.311	-0.418	2459522.672	59522.67223	0.01456021978	0.0228035085	0.01456021978	0.1351139889	0.2506904914
-11.182	0.003	-8.445	0.017	-8.821	0.013	2.737	2.361	-0.376	2459522.672	59522.67242	0.01334166406	0.02140093456	0.01334166406	0.1357004487	0.2512769512
-11.16	0.003	-8.405	0.018	-8.8	0.013	2.755	2.36	-0.395	2459522.673	59522.67261	0.01334166406	0.02220360331	0.01334166406	0.1362871902	0.2518636926
-11.138	0.003	-8.399	0.018	-8.787	0.014	2.739	2.351	-0.388	2459522.673	59522.6728	0.01431782106	0.0228035085	0.01431782106	0.1368757073	0.2524522098
-11.143	0.003	-8.391	0.018	-8.759	0.014	2.752	2.384	-0.368	2459522.673	59522.67299	0.01431782106	0.0228035085	0.01431782106	0.1374628539	0.2530393563
-11.155	0.003	-8.4	0.018	-8.794	0.013	2.755	2.361	-0.394	2459522.673	59522.67317	0.01334166406	0.02220360331	0.01334166406	0.1380448867	0.2536213892
-11.172	0.003	-8.409	0.018	-8.812	0.013	2.763	2.36	-0.403	2459522.673	59522.67337	0.01334166406	0.02220360331	0.01334166406	0.1386446287	0.2542211311
-11.17	0.003	-8.438	0.017	-8.792	0.013	2.732	2.378	-0.354	2459522.674	59522.67355	0.01334166406	0.02140093456	0.01334166406	0.139226724	0.2548032264
-11.159	0.003	-8.396	0.018	-8.789	0.013	2.763	2.37	-0.393	2459522.674	59522.67374	0.01334166406	0.02220360331	0.01334166406	0.1398087568	0.2553852593
-11.153	0.003	-8.362	0.018	-8.769	0.014	2.791	2.384	-0.407	2459522.674	59522.67393	0.01431782106	0.0228035085	0.01431782106	0.1404041648	0.2559806673
-11.129	0.003	-8.315	0.019	-8.778	0.014	2.814	2.351	-0.463	2459522.674	59522.67412	0.01431782106	0.02360084744	0.01431782106	0.1409913113	0.2565678138
-11.043	0.004	-8.248	0.02	-8.662	0.015	2.795	2.381	-0.414	2459522.674	59522.6743	0.0155241747	0.025	0.0155241747	0.1415744665	0.257150969
-11.194	0.003	-8.389	0.018	-8.808	0.013	2.805	2.386	-0.419	2459522.674	59522.67449	0.01334166406	0.02220360331	0.01334166406	0.1421525081	0.2577290105
-11.031	0.004	-8.219	0.021	-8.643	0.015	2.812	2.388	-0.424	2459522.675	59522.67468	0.0155241747	0.0258069758	0.0155241747	0.1427327943	0.2583092968
-11.061	0.004	-8.279	0.019	-8.662	0.015	2.782	2.399	-0.383	2459522.675	59522.67486	0.0155241747	0.02420743687	0.0155241747	0.1433123008	0.2588888033
-11.081	0.004	-8.313	0.019	-8.658	0.015	2.768	2.423	-0.345	2459522.675	59522.67505	0.0155241747	0.02420743687	0.0155241747	0.1438943337	0.2594708361
-11	0.004	-8.241	0.02	-8.616	0.015	2.759	2.384	-0.375	2459522.675	59522.67525	0.0155241747	0.025	0.0155241747	0.1445248505	0.260101353
-11.061	0.004	-8.261	0.02	-8.702	0.014	2.8	2.359	-0.441	2459522.675	59522.67544	0.01456021978	0.02441311123	0.01456021978	0.1451061342	0.2606826367
-11.127	0.003	-8.377	0.018	-8.706	0.014	2.75	2.421	-0.329	2459522.676	59522.67562	0.01431782106	0.0228035085	0.01431782106	0.1456900386	0.2612665411
-11.235	0.003	-8.417	0.018	-8.81	0.014	2.818	2.425	-0.393	2459522.676	59522.67582	0.01431782106	0.0228035085	0.01431782106	0.1462937719	0.2618702744
-11.126	0.003	-8.302	0.019	-8.692	0.014	2.824	2.434	-0.39	2459522.676	59522.67601	0.01431782106	0.02360084744	0.01431782106	0.1468804814	0.2624569839
-11.198	0.003	-8.372	0.018	-8.774	0.014	2.826	2.424	-0.402	2459522.676	59522.67619	0.01431782106	0.0228035085	0.01431782106	0.1474668483	0.2630433507
-11.121	0.003	-8.342	0.019	-8.679	0.014	2.779	2.442	-0.337	2459522.676	59522.67638	0.01431782106	0.02360084744	0.01431782106	0.1480496289	0.2636261313
-11.231	0.003	-8.429	0.018	-8.813	0.013	2.802	2.418	-0.384	2459522.677	59522.67657	0.01334166406	0.02220360331	0.01334166406	0.1486342171	0.2642107196
-10.872	0.004	-8.073	0.023	-8.457	0.017	2.799	2.415	-0.384	2459522.677	59522.67676	0.0174642492	0.02860069929	0.0174642492	0.1492169992	0.2647935016
-11.061	0.004	-8.21	0.02	-8.624	0.015	2.851	2.437	-0.414	2459522.677	59522.67694	0.0155241747	0.025	0.0155241747	0.1498027098	0.2653792122
-11.166	0.003	-8.342	0.019	-8.727	0.014	2.824	2.439	-0.385	2459522.677	59522.67713	0.01431782106	0.02360084744	0.01431782106	0.1503854918	0.2659619943
-11.043	0.004	-8.19	0.021	-8.56	0.016	2.853	2.483	-0.37	2459522.677	59522.67732	0.0164924225	0.02640075756	0.0164924225	0.1509700176	0.2665465201
-11.012	0.004	-8.2	0.021	-8.55	0.016	2.812	2.462	-0.35	2459522.678	59522.6775	0.0164924225	0.02640075756	0.0164924225	0.1515514276	0.2671279301
-11.056	0.004	-8.25	0.02	-8.625	0.015	2.806	2.431	-0.375	2459522.678	59522.67769	0.0155241747	0.025	0.0155241747	0.1521377625	0.267714265
-11.314	0.003	-8.481	0.017	-8.878	0.013	2.833	2.436	-0.397	2459522.678	59522.67788	0.01334166406	0.02140093456	0.01334166406	0.1527198579	0.2682963603
-11.208	0.003	-8.386	0.018	-8.763	0.014	2.822	2.445	-0.377	2459522.678	59522.67807	0.01431782106	0.0228035085	0.01431782106	0.1533026385	0.2688791409
-11.204	0.003	-8.35	0.018	-8.736	0.014	2.854	2.468	-0.386	2459522.678	59522.67825	0.01431782106	0.0228035085	0.01431782106	0.1538876013	0.2694641038
-11.221	0.003	-8.334	0.019	-8.771	0.013	2.887	2.45	-0.437	2459522.678	59522.67844	0.01334166406	0.02302172887	0.01334166406	0.1544733133	0.2700498158
-11.007	0.004	-8.142	0.021	-8.557	0.016	2.865	2.45	-0.415	2459522.679	59522.67863	0.0164924225	0.02640075756	0.0164924225	0.1550607401	0.2706372426
-11.135	0.003	-8.266	0.02	-8.692	0.014	2.869	2.443	-0.426	2459522.679	59522.67883	0.01431782106	0.02441311123	0.01431782106	0.1556825266	0.271259029
-11.162	0.003	-8.29	0.019	-8.696	0.015	2.872	2.466	-0.406	2459522.679	59522.67902	0.01529705854	0.02420743687	0.01529705854	0.1562641848	0.2718406873
-11.194	0.003	-8.337	0.018	-8.741	0.014	2.857	2.453	-0.404	2459522.679	59522.6792	0.01431782106	0.0228035085	0.01431782106	0.1568451578	0.2724216603
-11.11	0.003	-8.27	0.02	-8.665	0.015	2.84	2.445	-0.395	2459522.679	59522.67939	0.01529705854	0.025	0.01529705854	0.1574301206	0.2730066231
-11.049	0.004	-8.203	0.021	-8.565	0.016	2.846	2.484	-0.362	2459522.68	59522.67958	0.0164924225	0.02640075756	0.0164924225	0.1580118413	0.2735883438
-10.997	0.004	-8.159	0.021	-8.516	0.016	2.838	2.481	-0.357	2459522.68	59522.67976	0.0164924225	0.02640075756	0.0164924225	0.1585956833	0.2741721858
-11.133	0.003	-8.285	0.019	-8.639	0.015	2.848	2.494	-0.354	2459522.68	59522.67995	0.01529705854	0.02420743687	0.01529705854	0.1591813634	0.2747578659
-10.878	0.004	-8.047	0.023	-8.452	0.017	2.831	2.426	-0.405	2459522.68	59522.68014	0.0174642492	0.02860069929	0.0174642492	0.1597666704	0.2753431728
-11.054	0.004	-8.154	0.022	-8.585	0.015	2.9	2.469	-0.431	2459522.68	59522.68033	0.0155241747	0.02662705391	0.0155241747	0.1603613611	0.2759378635
-11.231	0.003	-8.34	0.019	-8.735	0.014	2.891	2.496	-0.395	2459522.681	59522.68053	0.01431782106	0.02360084744	0.01431782106	0.1609913799	0.2765678824
-11.255	0.003	-8.397	0.018	-8.75	0.014	2.858	2.505	-0.353	2459522.681	59522.68072	0.01431782106	0.0228035085	0.01431782106	0.1615810513	0.2771575538
-11.136	0.003	-8.263	0.02	-8.639	0.015	2.873	2.497	-0.376	2459522.681	59522.68091	0.01529705854	0.025	0.01529705854	0.1621851592	0.2777616617
-10.953	0.004	-8.098	0.022	-8.49	0.017	2.855	2.463	-0.392	2459522.681	59522.6811	0.0174642492	0.02780287755	0.0174642492	0.1627701221	0.2783466245
-11.221	0.003	-8.289	0.019	-8.727	0.014	2.932	2.494	-0.438	2459522.681	59522.68129	0.01431782106	0.02360084744	0.01431782106	0.1633503458	0.2789268483
-11.188	0.003	-8.307	0.019	-8.682	0.015	2.881	2.506	-0.375	2459522.681	59522.68148	0.01529705854	0.02420743687	0.01529705854	0.1639320361	0.2795085385
-11.12	0.003	-8.205	0.02	-8.644	0.015	2.915	2.476	-0.439	2459522.682	59522.68166	0.01529705854	0.025	0.01529705854	0.1645136943	0.2800901968
-11.182	0.003	-8.292	0.019	-8.671	0.015	2.89	2.511	-0.379	2459522.682	59522.68185	0.01529705854	0.02420743687	0.01529705854	0.165099781	0.2806762834
-11.232	0.003	-8.37	0.018	-8.733	0.014	2.862	2.499	-0.363	2459522.682	59522.68204	0.01431782106	0.0228035085	0.01431782106	0.1656879555	0.2812644579
-11.329	0.003	-8.435	0.017	-8.789	0.013	2.894	2.54	-0.354	2459522.682	59522.68223	0.01334166406	0.02140093456	0.01334166406	0.1662721706	0.281848673
-11.297	0.003	-8.391	0.018	-8.782	0.014	2.906	2.515	-0.391	2459522.682	59522.68241	0.01431782106	0.0228035085	0.01431782106	0.1668560735	0.282432576
-11.231	0.003	-8.366	0.018	-8.735	0.014	2.865	2.496	-0.369	2459522.683	59522.6826	0.01431782106	0.0228035085	0.01431782106	0.1674417231	0.2830182256
-11.332	0.003	-8.433	0.018	-8.813	0.013	2.899	2.519	-0.38	2459522.683	59522.68279	0.01334166406	0.02220360331	0.01334166406	0.1680241291	0.2836006316
-11.286	0.003	-8.354	0.018	-8.77	0.014	2.932	2.516	-0.416	2459522.683	59522.68298	0.01431782106	0.0228035085	0.01431782106	0.1686087188	0.2841852213
-11.25	0.003	-8.355	0.018	-8.726	0.014	2.895	2.524	-0.371	2459522.683	59522.68316	0.01431782106	0.0228035085	0.01431782106	0.1691936831	0.2847701856
-11.244	0.003	-8.384	0.018	-8.736	0.014	2.86	2.508	-0.352	2459522.683	59522.68335	0.01431782106	0.0228035085	0.01431782106	0.1697837277	0.2853602301
-11.117	0.003	-8.196	0.021	-8.623	0.015	2.921	2.494	-0.427	2459522.684	59522.68354	0.01529705854	0.0258069758	0.01529705854	0.1703708118	0.2859473143
-11.155	0.003	-8.255	0.02	-8.641	0.015	2.9	2.514	-0.386	2459522.684	59522.68373	0.01529705854	0.025	0.01529705854	0.1709557746	0.2865322771
-11.16	0.003	-8.228	0.02	-8.649	0.015	2.932	2.511	-0.421	2459522.684	59522.68392	0.01529705854	0.025	0.01529705854	0.1715410192	0.2871175216
-11.119	0.003	-8.215	0.02	-8.592	0.015	2.904	2.527	-0.377	2459522.684	59522.6841	0.01529705854	0.025	0.01529705854	0.1721259835	0.2877024859
-11.111	0.003	-8.212	0.021	-8.601	0.015	2.899	2.51	-0.389	2459522.684	59522.68429	0.01529705854	0.0258069758	0.01529705854	0.1727109144	0.2882874168
-11.269	0.003	-8.328	0.019	-8.722	0.014	2.941	2.547	-0.394	2459522.684	59522.68448	0.01431782106	0.02360084744	0.01431782106	0.173297001	0.2888735034
-11.373	0.003	-8.444	0.017	-8.863	0.013	2.929	2.51	-0.419	2459522.685	59522.68466	0.01334166406	0.02140093456	0.01334166406	0.1738768516	0.2894533541
-11.344	0.003	-8.407	0.018	-8.809	0.013	2.937	2.535	-0.402	2459522.685	59522.68485	0.01334166406	0.02220360331	0.01334166406	0.1744564206	0.290032923
-11.354	0.003	-8.449	0.017	-8.783	0.013	2.905	2.571	-0.334	2459522.685	59522.68505	0.01334166406	0.02140093456	0.01334166406	0.1750655477	0.2906420502
-11.36	0.003	-8.434	0.017	-8.837	0.013	2.926	2.523	-0.403	2459522.685	59522.68523	0.01334166406	0.02140093456	0.01334166406	0.1756439319	0.2912204344
-11.333	0.003	-8.456	0.017	-8.809	0.013	2.877	2.524	-0.353	2459522.685	59522.68542	0.01334166406	0.02140093456	0.01334166406	0.1762325754	0.2918090779
-11.427	0.003	-8.473	0.017	-8.885	0.013	2.954	2.542	-0.412	2459522.686	59522.68561	0.01334166406	0.02140093456	0.01334166406	0.1768181931	0.2923946955
-11.41	0.003	-8.5	0.016	-8.84	0.013	2.91	2.57	-0.34	2459522.686	59522.6858	0.01334166406	0.02061552813	0.01334166406	0.1774035305	0.292980033
-11.384	0.003	-8.464	0.017	-8.828	0.013	2.92	2.556	-0.364	2459522.686	59522.68598	0.01334166406	0.02140093456	0.01334166406	0.177987808	0.2935643105
-11.37	0.003	-8.473	0.017	-8.829	0.013	2.897	2.541	-0.356	2459522.686	59522.68617	0.01334166406	0.02140093456	0.01334166406	0.1785727099	0.2941492124
-11.404	0.003	-8.427	0.017	-8.831	0.013	2.977	2.573	-0.404	2459522.686	59522.68636	0.01334166406	0.02140093456	0.01334166406	0.1791543682	0.2947308706
-11.379	0.003	-8.443	0.017	-8.808	0.013	2.936	2.571	-0.365	2459522.687	59522.68657	0.01334166406	0.02140093456	0.01334166406	0.1798068352	0.2953833376
-11.368	0.003	-8.409	0.018	-8.782	0.013	2.959	2.586	-0.373	2459522.687	59522.68678	0.01334166406	0.02220360331	0.01334166406	0.1804657574	0.2960422599
-11.421	0.003	-8.507	0.017	-8.858	0.013	2.914	2.563	-0.351	2459522.687	59522.68696	0.01334166406	0.02140093456	0.01334166406	0.181047073	0.2966235755
-11.407	0.003	-8.47	0.017	-8.842	0.013	2.937	2.565	-0.372	2459522.687	59522.68716	0.01334166406	0.02140093456	0.01334166406	0.1816706686	0.297247171
-11.256	0.003	-8.316	0.019	-8.712	0.014	2.94	2.544	-0.396	2459522.687	59522.68735	0.01431782106	0.02360084744	0.01431782106	0.1822523573	0.2978288598
-11.373	0.003	-8.404	0.018	-8.807	0.013	2.969	2.566	-0.403	2459522.688	59522.68754	0.01334166406	0.02220360331	0.01334166406	0.1828394414	0.2984159439
-10.97	0.004	-8.024	0.023	-8.405	0.018	2.946	2.565	-0.381	2459522.688	59522.68773	0.01843908891	0.02920616373	0.01843908891	0.1834302047	0.2990067072
-11.28	0.003	-8.309	0.019	-8.719	0.014	2.971	2.561	-0.41	2459522.688	59522.68792	0.01431782106	0.02360084744	0.01431782106	0.1840129853	0.2995894878
-11.382	0.003	-8.412	0.017	-8.81	0.013	2.97	2.572	-0.398	2459522.688	59522.68811	0.01334166406	0.02140093456	0.01334166406	0.184625012	0.3002015144
-11.41	0.003	-8.431	0.017	-8.838	0.013	2.979	2.572	-0.407	2459522.688	59522.6883	0.01334166406	0.02140093456	0.01334166406	0.1852059225	0.300782425
-11.415	0.003	-8.433	0.017	-8.834	0.013	2.982	2.581	-0.401	2459522.688	59522.68849	0.01334166406	0.02140093456	0.01334166406	0.1857898254	0.3013663279
-11.426	0.003	-8.439	0.017	-8.843	0.013	2.987	2.583	-0.404	2459522.689	59522.68867	0.01334166406	0.02140093456	0.01334166406	0.1863736979	0.3019502004
-11.418	0.003	-8.452	0.017	-8.834	0.013	2.966	2.584	-0.382	2459522.689	59522.68886	0.01334166406	0.02140093456	0.01334166406	0.1869590049	0.3025355073
-11.428	0.003	-8.425	0.018	-8.861	0.013	3.003	2.567	-0.436	2459522.689	59522.68905	0.01334166406	0.02220360331	0.01334166406	0.1875450276	0.3031215301
-11.435	0.003	-8.458	0.017	-8.833	0.013	2.977	2.602	-0.375	2459522.689	59522.68924	0.01334166406	0.02140093456	0.01334166406	0.1881288681	0.3037053706
-11.432	0.003	-8.443	0.017	-8.847	0.013	2.989	2.585	-0.404	2459522.689	59522.68942	0.01334166406	0.02140093456	0.01334166406	0.1887157025	0.3042922049
-11.458	0.003	-8.472	0.017	-8.854	0.013	2.986	2.604	-0.382	2459522.69	59522.68961	0.01334166406	0.02140093456	0.01334166406	0.1892969876	0.3048734901
-11.502	0.003	-8.548	0.016	-8.909	0.012	2.954	2.593	-0.361	2459522.69	59522.68981	0.01236931688	0.02	0.01236931688	0.1899166223	0.3054931248
-11.408	0.003	-8.432	0.018	-8.821	0.013	2.976	2.587	-0.389	2459522.69	59522.69	0.01334166406	0.02220360331	0.01334166406	0.1905029572	0.3060794597
