star 1	err	star 2	err	star 3		2-1	3-1	3-2	HJD	Epoch	error 3-2	error 2-1	error 3-1	phase	new phase
-11.599	0.003	-8.397	0.018	-8.783	0.013	3.202	2.816	-0.386	2459522.732	59522.73211	0.01334166406	0.02220360331	0.01334166406	0.3218038179	0.4373803203
-11.602	0.003	-8.4	0.018	-8.792	0.013	3.202	2.81	-0.392	2459522.732	59522.7323	0.01334166406	0.02220360331	0.01334166406	0.3223880954	0.4379645979
-11.502	0.003	-8.286	0.019	-8.671	0.015	3.216	2.831	-0.385	2459522.732	59522.73248	0.01529705854	0.02420743687	0.01529705854	0.3229748674	0.4385513698
-11.559	0.003	-8.349	0.019	-8.773	0.014	3.21	2.786	-0.424	2459522.733	59522.73267	0.01431782106	0.02360084744	0.01431782106	0.3235594251	0.4391359276
-11.517	0.003	-8.364	0.018	-8.72	0.014	3.153	2.797	-0.356	2459522.733	59522.73286	0.01431782106	0.0228035085	0.01431782106	0.3241425803	0.4397190828
-11.499	0.003	-8.313	0.019	-8.699	0.014	3.186	2.8	-0.386	2459522.733	59522.73305	0.01431782106	0.02360084744	0.01431782106	0.3247524247	0.4403289272
-11.558	0.003	-8.366	0.018	-8.763	0.014	3.192	2.795	-0.397	2459522.733	59522.73325	0.01431782106	0.0228035085	0.01431782106	0.3253492991	0.4409258016
-11.324	0.003	-8.193	0.021	-8.566	0.016	3.131	2.758	-0.373	2459522.733	59522.73343	0.0162788206	0.02640075756	0.0162788206	0.3259328289	0.4415093314
-11.542	0.003	-8.349	0.019	-8.729	0.014	3.193	2.813	-0.38	2459522.734	59522.73362	0.01431782106	0.02360084744	0.01431782106	0.32651377	0.4420902724
-11.546	0.003	-8.366	0.018	-8.739	0.014	3.18	2.807	-0.373	2459522.734	59522.73381	0.01431782106	0.0228035085	0.01431782106	0.3270972678	0.4426737703
-11.565	0.003	-8.378	0.018	-8.769	0.014	3.187	2.796	-0.391	2459522.734	59522.73399	0.01431782106	0.0228035085	0.01431782106	0.3276800484	0.4432565509
-11.502	0.003	-8.32	0.019	-8.698	0.014	3.182	2.804	-0.378	2459522.734	59522.73422	0.01431782106	0.02360084744	0.01431782106	0.3283938155	0.443970318
-11.517	0.003	-8.298	0.019	-8.735	0.014	3.219	2.782	-0.437	2459522.734	59522.73441	0.01431782106	0.02360084744	0.01431782106	0.3289762535	0.4445527559
-11.464	0.003	-8.286	0.019	-8.666	0.015	3.178	2.798	-0.38	2459522.735	59522.7346	0.01529705854	0.02420743687	0.01529705854	0.3295583168	0.4451348193
-11.498	0.003	-8.335	0.019	-8.708	0.014	3.163	2.79	-0.373	2459522.735	59522.73478	0.01431782106	0.02360084744	0.01431782106	0.3301494227	0.4457259252
-11.618	0.003	-8.421	0.018	-8.807	0.013	3.197	2.811	-0.386	2459522.735	59522.73497	0.01334166406	0.02220360331	0.01334166406	0.3307303957	0.4463068982
-11.514	0.003	-8.369	0.018	-8.72	0.014	3.145	2.794	-0.351	2459522.735	59522.73516	0.01431782106	0.0228035085	0.01431782106	0.3313159829	0.4468924853
-11.47	0.003	-8.272	0.02	-8.693	0.014	3.198	2.777	-0.421	2459522.735	59522.73534	0.01431782106	0.02441311123	0.01431782106	0.3318959569	0.4474724594
-11.452	0.003	-8.282	0.02	-8.66	0.015	3.17	2.792	-0.378	2459522.736	59522.73553	0.01529705854	0.025	0.01529705854	0.3324747782	0.4480512806
-11.576	0.003	-8.39	0.018	-8.776	0.013	3.186	2.8	-0.386	2459522.736	59522.73572	0.01334166406	0.02220360331	0.01334166406	0.3330683785	0.4486448809
-11.516	0.003	-8.357	0.019	-8.718	0.014	3.159	2.798	-0.361	2459522.736	59522.73591	0.01431782106	0.02360084744	0.01431782106	0.3336525936	0.449229096
-11.582	0.003	-8.383	0.018	-8.762	0.014	3.199	2.82	-0.379	2459522.736	59522.7361	0.01431782106	0.0228035085	0.01431782106	0.3342432625	0.4498197649
-11.47	0.003	-8.3	0.019	-8.663	0.015	3.17	2.807	-0.363	2459522.736	59522.7363	0.01529705854	0.02420743687	0.01529705854	0.334865393	0.4504418955
-11.391	0.003	-8.225	0.02	-8.573	0.016	3.166	2.818	-0.348	2459522.737	59522.7365	0.0162788206	0.02561249695	0.0162788206	0.3355009292	0.4510774316
-11.505	0.003	-8.312	0.019	-8.668	0.015	3.193	2.837	-0.356	2459522.737	59522.73669	0.01529705854	0.02420743687	0.01529705854	0.3360865164	0.4516630188
-11.602	0.003	-8.422	0.018	-8.805	0.013	3.18	2.797	-0.383	2459522.737	59522.73688	0.01334166406	0.02220360331	0.01334166406	0.336669297	0.4522457994
-11.551	0.003	-8.359	0.018	-8.741	0.014	3.192	2.81	-0.382	2459522.737	59522.7371	0.01431782106	0.0228035085	0.01431782106	0.337383096	0.4529595984
-11.617	0.003	-8.432	0.017	-8.787	0.013	3.185	2.83	-0.355	2459522.737	59522.73733	0.01334166406	0.02140093456	0.01334166406	0.3380900347	0.4536665371
-11.323	0.003	-8.121	0.022	-8.533	0.016	3.202	2.79	-0.412	2459522.738	59522.73752	0.0162788206	0.02720294102	0.0162788206	0.3386774919	0.4542539944
-11.356	0.003	-8.175	0.021	-8.586	0.016	3.181	2.77	-0.411	2459522.738	59522.73771	0.0162788206	0.02640075756	0.0162788206	0.3392664156	0.4548429181
-11.303	0.003	-8.119	0.023	-8.483	0.017	3.184	2.82	-0.364	2459522.738	59522.7379	0.0172626765	0.02860069929	0.0172626765	0.339852813	0.4554293154
-11.426	0.003	-8.242	0.02	-8.675	0.014	3.184	2.751	-0.433	2459522.738	59522.73808	0.01431782106	0.02441311123	0.01431782106	0.3404367159	0.4560132184
-11.417	0.003	-8.242	0.02	-8.627	0.015	3.175	2.79	-0.385	2459522.738	59522.73827	0.01529705854	0.025	0.01529705854	0.341019498	0.4565960004
-11.465	0.003	-8.259	0.02	-8.664	0.015	3.206	2.801	-0.405	2459522.738	59522.73846	0.01529705854	0.025	0.01529705854	0.341603276	0.4571797785
-11.553	0.003	-8.389	0.018	-8.752	0.014	3.164	2.801	-0.363	2459522.739	59522.73865	0.01431782106	0.0228035085	0.01431782106	0.3421879282	0.4577644306
-11.522	0.003	-8.338	0.019	-8.709	0.014	3.184	2.813	-0.371	2459522.739	59522.73883	0.01431782106	0.02360084744	0.01431782106	0.3427717687	0.4583482711
-11.599	0.003	-8.423	0.018	-8.809	0.013	3.176	2.79	-0.386	2459522.739	59522.73902	0.01334166406	0.02220360331	0.01334166406	0.3433517122	0.4589282147
-11.627	0.003	-8.397	0.018	-8.806	0.013	3.23	2.821	-0.409	2459522.739	59522.73921	0.01334166406	0.02220360331	0.01334166406	0.3439341183	0.4595106207
-11.539	0.003	-8.376	0.018	-8.75	0.014	3.163	2.789	-0.374	2459522.739	59522.73939	0.01431782106	0.0228035085	0.01431782106	0.3445226673	0.4600991698
-11.524	0.003	-8.346	0.018	-8.76	0.014	3.178	2.764	-0.414	2459522.74	59522.73958	0.01431782106	0.0228035085	0.01431782106	0.3451061971	0.4606826996
-11.533	0.003	-8.333	0.019	-8.75	0.014	3.2	2.783	-0.417	2459522.74	59522.73981	0.01431782106	0.02360084744	0.01431782106	0.3458148811	0.4613913835
-11.539	0.003	-8.368	0.018	-8.734	0.014	3.171	2.805	-0.366	2459522.74	59522.74004	0.01431782106	0.0228035085	0.01431782106	0.346522537	0.4620990395
-11.617	0.003	-8.431	0.017	-8.805	0.013	3.186	2.812	-0.374	2459522.74	59522.74022	0.01334166406	0.02140093456	0.01334166406	0.3471056298	0.4626821322
-11.629	0.003	-8.454	0.017	-8.841	0.013	3.175	2.788	-0.387	2459522.74	59522.74041	0.01334166406	0.02140093456	0.01334166406	0.3476877251	0.4632642275
-11.579	0.003	-8.436	0.017	-8.774	0.013	3.143	2.805	-0.338	2459522.741	59522.7406	0.01334166406	0.02140093456	0.01334166406	0.3482723148	0.4638488172
-11.605	0.003	-8.427	0.018	-8.83	0.013	3.178	2.775	-0.403	2459522.741	59522.74079	0.01334166406	0.02220360331	0.01334166406	0.3488875531	0.4644640555
-11.487	0.003	-8.31	0.019	-8.687	0.014	3.177	2.8	-0.377	2459522.741	59522.74117	0.01431782106	0.02360084744	0.01431782106	0.3500528036	0.465629306
-11.51	0.003	-8.323	0.018	-8.727	0.014	3.187	2.783	-0.404	2459522.741	59522.74135	0.01431782106	0.0228035085	0.01431782106	0.3506337751	0.4662102775
-11.455	0.003	-8.24	0.02	-8.666	0.015	3.215	2.789	-0.426	2459522.742	59522.74154	0.01529705854	0.025	0.01529705854	0.3512129404	0.4667894429
-11.625	0.003	-8.479	0.017	-8.811	0.013	3.146	2.814	-0.332	2459522.742	59522.74173	0.01334166406	0.02140093456	0.01334166406	0.3517953769	0.4673718794
-11.385	0.003	-8.202	0.02	-8.585	0.015	3.183	2.8	-0.383	2459522.742	59522.74192	0.01529705854	0.025	0.01529705854	0.3523828037	0.4679593061
-11.519	0.003	-8.325	0.019	-8.714	0.014	3.194	2.805	-0.389	2459522.742	59522.74216	0.01431782106	0.02360084744	0.01431782106	0.3531355766	0.4687120791
-11.619	0.003	-8.467	0.017	-8.796	0.013	3.152	2.823	-0.329	2459522.742	59522.74238	0.01334166406	0.02140093456	0.01334166406	0.3538450097	0.4694215122
-11.5	0.003	-8.304	0.019	-8.751	0.014	3.196	2.749	-0.447	2459522.743	59522.74257	0.01431782106	0.02360084744	0.01431782106	0.3544295994	0.4700061019
-11.576	0.003	-8.38	0.018	-8.782	0.014	3.196	2.794	-0.402	2459522.743	59522.74277	0.01431782106	0.0228035085	0.01431782106	0.3550365763	0.4706130787
-11.518	0.003	-8.315	0.019	-8.755	0.014	3.203	2.763	-0.44	2459522.743	59522.74296	0.01431782106	0.02360084744	0.01431782106	0.3556251254	0.4712016278
-11.593	0.003	-8.424	0.018	-8.807	0.013	3.169	2.786	-0.383	2459522.743	59522.74314	0.01334166406	0.02220360331	0.01334166406	0.3562111481	0.4717876506
-11.533	0.003	-8.356	0.019	-8.744	0.014	3.177	2.789	-0.388	2459522.743	59522.74333	0.01431782106	0.02360084744	0.01431782106	0.3567928688	0.4723693713
-11.538	0.003	-8.338	0.018	-8.746	0.014	3.2	2.792	-0.408	2459522.744	59522.74352	0.01431782106	0.0228035085	0.01431782106	0.3573738418	0.4729503442
-11.54	0.003	-8.374	0.018	-8.734	0.014	3.166	2.806	-0.36	2459522.744	59522.7437	0.01431782106	0.0228035085	0.01431782106	0.3579588046	0.4735353071
-11.498	0.003	-8.31	0.019	-8.689	0.014	3.188	2.809	-0.379	2459522.744	59522.74389	0.01431782106	0.02360084744	0.01431782106	0.3585390299	0.4741155323
-11.457	0.003	-8.301	0.019	-8.694	0.014	3.156	2.763	-0.393	2459522.744	59522.74408	0.01431782106	0.02360084744	0.01431782106	0.3591258003	0.4747023028
-11.588	0.003	-8.43	0.017	-8.805	0.013	3.158	2.783	-0.375	2459522.744	59522.74427	0.01334166406	0.02140093456	0.01334166406	0.3597121991	0.4752887016
-11.649	0.003	-8.472	0.017	-8.859	0.013	3.177	2.79	-0.387	2459522.744	59522.74445	0.01334166406	0.02140093456	0.01334166406	0.3602967874	0.4758732898
-11.544	0.003	-8.326	0.019	-8.744	0.014	3.218	2.8	-0.418	2459522.745	59522.74464	0.01431782106	0.02360084744	0.01431782106	0.3608799426	0.4764564451
-11.388	0.003	-8.196	0.021	-8.609	0.015	3.192	2.779	-0.413	2459522.745	59522.74483	0.01529705854	0.0258069758	0.01529705854	0.3614616009	0.4770381033
-11.548	0.003	-8.362	0.018	-8.752	0.014	3.186	2.796	-0.39	2459522.745	59522.74501	0.01431782106	0.0228035085	0.01431782106	0.3620421992	0.4776187017
-11.554	0.003	-8.371	0.018	-8.737	0.014	3.183	2.817	-0.366	2459522.745	59522.7452	0.01431782106	0.0228035085	0.01431782106	0.362628659	0.4782051615
-11.616	0.003	-8.446	0.017	-8.856	0.013	3.17	2.76	-0.41	2459522.745	59522.74539	0.01334166406	0.02140093456	0.01334166406	0.3632153685	0.478791871
-11.608	0.003	-8.441	0.017	-8.817	0.013	3.167	2.791	-0.376	2459522.746	59522.74558	0.01334166406	0.02140093456	0.01334166406	0.3638021405	0.4793786429
-11.442	0.003	-8.302	0.019	-8.665	0.015	3.14	2.777	-0.363	2459522.746	59522.74579	0.01529705854	0.02420743687	0.01529705854	0.3644578206	0.480034323
-11.436	0.003	-8.272	0.019	-8.662	0.015	3.164	2.774	-0.39	2459522.746	59522.74599	0.01529705854	0.02420743687	0.01529705854	0.365096911	0.4806734135
-11.532	0.003	-8.376	0.018	-8.758	0.014	3.156	2.774	-0.382	2459522.746	59522.74618	0.01431782106	0.0228035085	0.01431782106	0.36569416	0.4812706625
-11.506	0.003	-8.383	0.018	-8.724	0.014	3.123	2.782	-0.341	2459522.746	59522.74639	0.01431782106	0.0228035085	0.01431782106	0.3663349971	0.4819114996
-11.509	0.003	-8.322	0.018	-8.751	0.014	3.187	2.758	-0.429	2459522.747	59522.74662	0.01431782106	0.0228035085	0.01431782106	0.367057059	0.4826335615
-11.479	0.003	-8.337	0.019	-8.73	0.014	3.142	2.749	-0.393	2459522.747	59522.74681	0.01431782106	0.02360084744	0.01431782106	0.3676517817	0.4832282841
-11.428	0.003	-8.242	0.02	-8.627	0.015	3.186	2.801	-0.385	2459522.747	59522.74705	0.01529705854	0.025	0.01529705854	0.3683839126	0.4839604151
-11.42	0.003	-8.273	0.02	-8.652	0.015	3.147	2.768	-0.379	2459522.747	59522.74724	0.01529705854	0.025	0.01529705854	0.3689695942	0.4845460966
-11.588	0.003	-8.445	0.018	-8.815	0.013	3.143	2.773	-0.37	2459522.747	59522.74742	0.01334166406	0.02220360331	0.01334166406	0.3695509708	0.4851274732
-11.452	0.003	-8.271	0.02	-8.702	0.014	3.181	2.75	-0.431	2459522.748	59522.74761	0.01431782106	0.02441311123	0.01431782106	0.3701347808	0.4857112833
-11.507	0.003	-8.33	0.019	-8.714	0.014	3.177	2.793	-0.384	2459522.748	59522.7478	0.01431782106	0.02360084744	0.01431782106	0.3707223019	0.4862988044
-11.319	0.003	-8.188	0.021	-8.527	0.016	3.131	2.792	-0.339	2459522.748	59522.74798	0.0162788206	0.02640075756	0.0162788206	0.3713014339	0.4868779363
-11.388	0.003	-8.192	0.021	-8.578	0.015	3.196	2.81	-0.386	2459522.748	59522.74817	0.01529705854	0.0258069758	0.01529705854	0.3718907321	0.4874672346
-11.434	0.003	-8.262	0.02	-8.665	0.015	3.172	2.769	-0.403	2459522.748	59522.74836	0.01529705854	0.025	0.01529705854	0.3724760696	0.488052572
-11.425	0.003	-8.269	0.02	-8.638	0.015	3.156	2.787	-0.369	2459522.749	59522.74855	0.01529705854	0.025	0.01529705854	0.3730613127	0.4886378151
-11.536	0.003	-8.375	0.018	-8.767	0.014	3.161	2.769	-0.392	2459522.749	59522.74873	0.01431782106	0.0228035085	0.01431782106	0.3736440947	0.4892205972
-11.529	0.003	-8.384	0.018	-8.778	0.014	3.145	2.751	-0.394	2459522.749	59522.74896	0.01431782106	0.0228035085	0.01431782106	0.3743510015	0.4899275039
-11.524	0.003	-8.381	0.018	-8.737	0.014	3.143	2.787	-0.356	2459522.749	59522.74915	0.01431782106	0.0228035085	0.01431782106	0.3749378358	0.4905143383
-11.312	0.003	-8.145	0.022	-8.523	0.016	3.167	2.789	-0.378	2459522.749	59522.74934	0.0162788206	0.02720294102	0.0162788206	0.3755364555	0.4911129579
-11.395	0.003	-8.289	0.02	-8.673	0.014	3.106	2.722	-0.384	2459522.75	59522.74953	0.01431782106	0.02441311123	0.01431782106	0.3761163366	0.491692839
-11.153	0.003	-7.992	0.025	-8.409	0.018	3.161	2.744	-0.417	2459522.75	59522.74975	0.01824828759	0.0308058436	0.01824828759	0.3768253965	0.492401899
-11.346	0.003	-8.225	0.02	-8.617	0.015	3.121	2.729	-0.392	2459522.75	59522.74994	0.01529705854	0.025	0.01529705854	0.3774075223	0.4929840248
-11.464	0.003	-8.318	0.019	-8.712	0.014	3.146	2.752	-0.394	2459522.75	59522.75013	0.01431782106	0.02360084744	0.01431782106	0.3779913323	0.4935678348
-11.384	0.003	-8.228	0.02	-8.599	0.015	3.156	2.785	-0.371	2459522.75	59522.75031	0.01529705854	0.025	0.01529705854	0.3785701521	0.4941466546
-11.459	0.003	-8.338	0.019	-8.74	0.014	3.121	2.719	-0.402	2459522.751	59522.7505	0.01431782106	0.02360084744	0.01431782106	0.3791533073	0.4947298098
-11.364	0.003	-8.196	0.021	-8.61	0.015	3.168	2.754	-0.414	2459522.751	59522.75069	0.01529705854	0.0258069758	0.01529705854	0.3797354026	0.4953119051
-11.458	0.003	-8.329	0.019	-8.725	0.014	3.129	2.733	-0.396	2459522.751	59522.75088	0.01431782106	0.02360084744	0.01431782106	0.3803225492	0.4958990516
-11.44	0.003	-8.314	0.019	-8.665	0.015	3.126	2.775	-0.351	2459522.751	59522.75106	0.01529705854	0.02420743687	0.01529705854	0.3809071069	0.4964836094
-11.472	0.003	-8.31	0.018	-8.71	0.014	3.162	2.762	-0.4	2459522.751	59522.75125	0.01431782106	0.0228035085	0.01431782106	0.3814855535	0.497062056
-11.237	0.003	-8.125	0.022	-8.449	0.017	3.112	2.788	-0.324	2459522.751	59522.75144	0.0172626765	0.02780287755	0.0172626765	0.3820690833	0.4976455858
-11.249	0.003	-8.114	0.022	-7.546	0.035	3.135	3.703	0.568	2459522.752	59522.75162	0.03512833614	0.04134005322	0.03512833614	0.382656166	0.4982326685
-11.22	0.003	-8.099	0.022	-8.471	0.017	3.121	2.749	-0.372	2459522.752	59522.75181	0.0172626765	0.02780287755	0.0172626765	0.3832433125	0.498819815
-11.457	0.003	-8.287	0.019	-8.673	0.015	3.17	2.784	-0.386	2459522.752	59522.75204	0.01529705854	0.02420743687	0.01529705854	0.3839573918	0.4995338942
-11.124	0.003	-8.018	0.024	-8.362	0.018	3.106	2.762	-0.344	2459522.752	59522.75228	0.01824828759	0.03	0.01824828759	0.3846845339	0.5002610364
-11.528	0.003	-8.411	0.018	-8.763	0.013	3.117	2.765	-0.352	2459522.752	59522.75246	0.01334166406	0.02220360331	0.01334166406	0.3852698104	0.5008463129
-11.442	0.003	-8.317	0.019	-8.713	0.014	3.125	2.729	-0.396	2459522.753	59522.75265	0.01431782106	0.02360084744	0.01431782106	0.3858555529	0.5014320554
-11.223	0.003	-8.06	0.023	-8.404	0.018	3.163	2.819	-0.344	2459522.753	59522.75284	0.01824828759	0.02920616373	0.01824828759	0.386439363	0.5020158654
-11.178	0.003	-8.053	0.024	-8.428	0.017	3.125	2.75	-0.375	2459522.753	59522.75302	0.0172626765	0.02941088234	0.0172626765	0.3870207396	0.502597242
-11.309	0.003	-8.154	0.021	-8.566	0.016	3.155	2.743	-0.412	2459522.753	59522.75321	0.0162788206	0.02640075756	0.0162788206	0.3876020552	0.5031785576
-11.197	0.003	-8.072	0.022	-8.441	0.017	3.125	2.756	-0.369	2459522.753	59522.7534	0.0172626765	0.02780287755	0.0172626765	0.3881866754	0.5037631778
-11.382	0.003	-8.198	0.021	-8.605	0.015	3.184	2.777	-0.407	2459522.754	59522.75358	0.01529705854	0.0258069758	0.01529705854	0.3887676178	0.5043441203
-11.325	0.003	-8.177	0.021	-8.572	0.015	3.148	2.753	-0.395	2459522.754	59522.75377	0.01529705854	0.0258069758	0.01529705854	0.389352238	0.5049287405
-11.509	0.003	-8.346	0.019	-8.727	0.014	3.163	2.782	-0.381	2459522.754	59522.75396	0.01431782106	0.02360084744	0.01431782106	0.3899404125	0.505516915
-11.377	0.003	-8.237	0.02	-8.61	0.015	3.14	2.767	-0.373	2459522.754	59522.7542	0.01529705854	0.025	0.01529705854	0.3906794663	0.5062559687
-11.418	0.003	-8.305	0.019	-8.661	0.015	3.113	2.757	-0.356	2459522.754	59522.75443	0.01529705854	0.02420743687	0.01529705854	0.3913917988	0.5069683013
-11.538	0.003	-8.417	0.017	-8.782	0.014	3.121	2.756	-0.365	2459522.755	59522.75463	0.01431782106	0.02202271555	0.01431782106	0.3920128376	0.50758934
-11.571	0.003	-8.429	0.018	-8.804	0.013	3.142	2.767	-0.375	2459522.755	59522.75481	0.01334166406	0.02220360331	0.01334166406	0.3925963674	0.5081728698
-11.401	0.003	-8.342	0.018	-8.692	0.014	3.059	2.709	-0.35	2459522.755	59522.755	0.01431782106	0.0228035085	0.01431782106	0.3931761861	0.5087526885
-11.331	0.003	-8.221	0.02	-8.561	0.015	3.11	2.77	-0.34	2459522.755	59522.75519	0.01529705854	0.025	0.01529705854	0.3937633311	0.5093398336
-11.524	0.003	-8.414	0.018	-8.794	0.013	3.11	2.73	-0.38	2459522.755	59522.75538	0.01334166406	0.02220360331	0.01334166406	0.3943522243	0.5099287268
-11.564	0.003	-8.417	0.017	-8.813	0.013	3.147	2.751	-0.396	2459522.756	59522.75556	0.01334166406	0.02140093456	0.01334166406	0.3949332583	0.5105097607
-11.233	0.003	-8.122	0.021	-8.516	0.017	3.111	2.717	-0.394	2459522.756	59522.75575	0.0172626765	0.02701851217	0.0172626765	0.3955127648	0.5110892673
-11.514	0.003	-8.407	0.018	-8.791	0.013	3.107	2.723	-0.384	2459522.756	59522.75594	0.01334166406	0.02220360331	0.01334166406	0.3961118229	0.5116883254
-11.454	0.003	-8.345	0.019	-8.718	0.014	3.109	2.736	-0.373	2459522.756	59522.75613	0.01431782106	0.02360084744	0.01431782106	0.3966913294	0.5122678319
-11.503	0.003	-8.376	0.018	-8.767	0.014	3.127	2.736	-0.391	2459522.756	59522.75631	0.01431782106	0.0228035085	0.01431782106	0.3972722705	0.5128487729
-11.401	0.003	-8.293	0.02	-8.675	0.015	3.108	2.726	-0.382	2459522.756	59522.7565	0.01529705854	0.025	0.01529705854	0.3978547708	0.5134312733
-11.487	0.003	-8.372	0.018	-8.732	0.013	3.115	2.755	-0.36	2459522.757	59522.75673	0.01334166406	0.02220360331	0.01334166406	0.398562707	0.5141392095
-11.525	0.003	-8.426	0.018	-8.8	0.013	3.099	2.725	-0.374	2459522.757	59522.75695	0.01334166406	0.02220360331	0.01334166406	0.3992725147	0.5148490172
-11.411	0.003	-8.316	0.019	-8.678	0.015	3.095	2.733	-0.362	2459522.757	59522.75715	0.01529705854	0.02420743687	0.01529705854	0.3998953306	0.515471833
-11.433	0.003	-8.332	0.018	-8.678	0.014	3.101	2.755	-0.346	2459522.757	59522.75734	0.01431782106	0.0228035085	0.01431782106	0.4004784843	0.5160549868
-11.446	0.003	-8.326	0.019	-8.719	0.014	3.12	2.727	-0.393	2459522.758	59522.75753	0.01431782106	0.02360084744	0.01431782106	0.4010760455	0.5166525479
-11.46	0.003	-8.39	0.018	-8.752	0.014	3.07	2.708	-0.362	2459522.758	59522.75772	0.01431782106	0.0228035085	0.01431782106	0.4016740422	0.5172505447
-11.534	0.003	-8.402	0.018	-8.788	0.013	3.132	2.746	-0.386	2459522.758	59522.75791	0.01334166406	0.02220360331	0.01334166406	0.4022593477	0.5178358502
-11.532	0.003	-8.434	0.017	-8.824	0.013	3.098	2.708	-0.39	2459522.758	59522.7581	0.01334166406	0.02140093456	0.01334166406	0.402843875	0.5184203774
-11.345	0.003	-8.22	0.02	-8.608	0.015	3.125	2.737	-0.388	2459522.758	59522.75829	0.01529705854	0.025	0.01529705854	0.4034266556	0.5190031581
-11.355	0.003	-8.253	0.02	-8.675	0.015	3.102	2.68	-0.422	2459522.758	59522.75847	0.01529705854	0.025	0.01529705854	0.4040090631	0.5195855655
-11.536	0.003	-8.426	0.017	-8.844	0.013	3.11	2.692	-0.418	2459522.759	59522.75866	0.01334166406	0.02140093456	0.01334166406	0.4045952107	0.5201717131
-11.263	0.003	-8.095	0.022	-8.592	0.015	3.168	2.671	-0.497	2459522.759	59522.75885	0.01529705854	0.02662705391	0.01529705854	0.4051826374	0.5207591399
-11.513	0.003	-8.378	0.018	-8.805	0.013	3.135	2.708	-0.427	2459522.759	59522.75908	0.01334166406	0.02220360331	0.01334166406	0.4059101861	0.5214866886
-11.359	0.003	-8.273	0.019	-8.616	0.015	3.086	2.743	-0.343	2459522.759	59522.75927	0.01529705854	0.02420743687	0.01529705854	0.4065012296	0.5220777321
-11.347	0.003	-8.274	0.019	-8.65	0.015	3.073	2.697	-0.376	2459522.759	59522.75946	0.01529705854	0.02420743687	0.01529705854	0.4070836356	0.5226601381
-11.37	0.003	-8.277	0.02	-8.658	0.015	3.093	2.712	-0.381	2459522.76	59522.75965	0.01529705854	0.025	0.01529705854	0.4076721542	0.5232486567
-11.424	0.003	-8.336	0.019	-8.67	0.015	3.088	2.754	-0.334	2459522.76	59522.75983	0.01529705854	0.02420743687	0.01529705854	0.4082505689	0.5238270714
-11.538	0.003	-8.401	0.018	-8.829	0.013	3.137	2.709	-0.428	2459522.76	59522.76002	0.01334166406	0.02220360331	0.01334166406	0.4088316043	0.5244081068
-11.377	0.003	-8.31	0.019	-8.677	0.015	3.067	2.7	-0.367	2459522.76	59522.76021	0.01529705854	0.02420743687	0.01529705854	0.4094147595	0.524991262
-11.414	0.003	-8.375	0.018	-8.735	0.014	3.039	2.679	-0.36	2459522.76	59522.76039	0.01431782106	0.0228035085	0.01431782106	0.409995763	0.5255722654
-11.409	0.003	-8.322	0.019	-8.708	0.014	3.087	2.701	-0.386	2459522.761	59522.76058	0.01431782106	0.02360084744	0.01431782106	0.410578169	0.5261546715
-11.441	0.003	-8.35	0.019	-8.739	0.014	3.091	2.702	-0.389	2459522.761	59522.76078	0.01431782106	0.02360084744	0.01431782106	0.4112092797	0.5267857822
-11.376	0.003	-8.302	0.019	-8.679	0.014	3.074	2.697	-0.377	2459522.761	59522.76097	0.01431782106	0.02360084744	0.01431782106	0.4117942745	0.5273707769
-11.435	0.003	-8.382	0.018	-8.722	0.014	3.053	2.713	-0.34	2459522.761	59522.76116	0.01431782106	0.0228035085	0.01431782106	0.4123770551	0.5279535575
-11.459	0.003	-8.397	0.018	-8.781	0.013	3.062	2.678	-0.384	2459522.761	59522.76134	0.01334166406	0.02220360331	0.01334166406	0.4129623301	0.5285388326
-11.522	0.003	-8.417	0.017	-8.827	0.013	3.105	2.695	-0.41	2459522.762	59522.76157	0.01334166406	0.02140093456	0.01334166406	0.4136782794	0.5292547819
-11.51	0.003	-8.437	0.017	-8.829	0.013	3.073	2.681	-0.392	2459522.762	59522.7618	0.01334166406	0.02140093456	0.01334166406	0.4143873379	0.5299638404
-11.526	0.003	-8.426	0.018	-8.822	0.013	3.1	2.704	-0.396	2459522.762	59522.762	0.01334166406	0.02220360331	0.01334166406	0.4149997406	0.5305762431
-11.455	0.003	-8.34	0.019	-8.772	0.014	3.115	2.683	-0.432	2459522.762	59522.76218	0.01431782106	0.02360084744	0.01431782106	0.4155789045	0.5311554069
-11.409	0.003	-8.352	0.018	-8.744	0.014	3.057	2.665	-0.392	2459522.762	59522.76237	0.01431782106	0.0228035085	0.01431782106	0.4161591907	0.5317356932
-11.561	0.003	-8.495	0.017	-8.87	0.013	3.066	2.691	-0.375	2459522.763	59522.76256	0.01334166406	0.02140093456	0.01334166406	0.416743718	0.5323202204
-11.427	0.003	-8.363	0.018	-8.749	0.014	3.064	2.678	-0.386	2459522.763	59522.76275	0.01431782106	0.0228035085	0.01431782106	0.4173304899	0.5329069924
-11.54	0.003	-8.458	0.017	-8.837	0.013	3.082	2.703	-0.379	2459522.763	59522.76293	0.01334166406	0.02140093456	0.01334166406	0.4179205345	0.5334970369
-11.274	0.003	-8.224	0.02	-8.618	0.015	3.05	2.656	-0.394	2459522.763	59522.76312	0.01529705854	0.025	0.01529705854	0.4185033165	0.534079819
-11.498	0.003	-8.444	0.018	-8.822	0.013	3.054	2.676	-0.378	2459522.763	59522.76339	0.01334166406	0.02220360331	0.01334166406	0.4193505325	0.534927035
