star 1	err	star 2	err	star 3	err	HJD	2-1	3-1	3-2	Epoch	error 3-2	error 2-1	error 3-1	phase	new pahse
-12.122	0.004	-9.381	0.022	-10.404	0.01	2459522.796	2.741	1.718	-1.023	59522.79631	0.02416609195	0.02236067977	0.01077032961	0.5213953321	0.6375553324
-12.084	0.004	-9.383	0.022	-10.385	0.011	2459522.796	2.701	1.699	-1.002	59522.79649	0.02459674775	0.02236067977	0.01170469991	0.52197883	0.638136741
-11.47	0.006	-8.79	0.034	-9.784	0.016	2459522.796	2.68	1.686	-0.994	59522.79668	0.03757658846	0.034525353	0.01708800749	0.5225602385	0.6387227652
-12.07	0.004	-9.367	0.022	-10.392	0.011	2459522.797	2.703	1.678	-1.025	59522.79687	0.02459674775	0.02236067977	0.01170469991	0.5231462627	0.6393124047
-12.053	0.004	-9.338	0.023	-10.356	0.011	2459522.797	2.715	1.697	-1.018	59522.79707	0.02549509757	0.02334523506	0.01170469991	0.5237359022	0.6399222505
-12.103	0.004	-9.449	0.021	-10.391	0.011	2459522.797	2.654	1.712	-0.942	59522.79726	0.02370653918	0.02137755833	0.01170469991	0.5243457481	0.6405079001
-12.086	0.004	-9.383	0.022	-10.398	0.011	2459522.797	2.703	1.688	-1.015	59522.79748	0.02459674775	0.02236067977	0.01170469991	0.5249313977	0.6412205754
-12.037	0.004	-9.361	0.022	-10.368	0.011	2459522.797	2.676	1.669	-1.007	59522.79767	0.02459674775	0.02236067977	0.01170469991	0.5256440729	0.6418105894
-12.056	0.004	-9.406	0.022	-10.391	0.011	2459522.798	2.65	1.665	-0.985	59522.79786	0.02459674775	0.02236067977	0.01170469991	0.526234087	0.6423919051
-12.003	0.004	-9.303	0.023	-10.373	0.011	2459522.798	2.7	1.63	-1.07	59522.7981	0.02549509757	0.02334523506	0.01170469991	0.5268154026	0.6431363527
-12.047	0.004	-9.394	0.021	-10.356	0.011	2459522.798	2.653	1.691	-0.962	59522.79828	0.02370653918	0.02137755833	0.01170469991	0.5275598502	0.6437177307
-11.804	0.005	-9.162	0.026	-10.108	0.013	2459522.798	2.642	1.696	-0.946	59522.79847	0.02906888371	0.02647640459	0.01392838828	0.5281412283	0.6443015407
-12.054	0.004	-9.411	0.021	-10.414	0.01	2459522.798	2.643	1.64	-1.003	59522.79866	0.0232594067	0.02137755833	0.01077032961	0.5287250383	0.6448915548
-11.92	0.004	-9.21	0.024	-10.24	0.012	2459522.799	2.71	1.68	-1.03	59522.79885	0.02683281573	0.02433105012	0.01264911064	0.5293150524	0.6454776095
-12.005	0.004	-9.413	0.021	-10.367	0.011	2459522.799	2.592	1.638	-0.954	59522.79905	0.02370653918	0.02137755833	0.01170469991	0.5299011071	0.6461004254
-12.114	0.004	-9.428	0.021	-10.461	0.01	2459522.799	2.686	1.653	-1.033	59522.79924	0.0232594067	0.02137755833	0.01077032961	0.5305239229	0.6467041906
-12.12	0.004	-9.486	0.02	-10.483	0.01	2459522.799	2.634	1.637	-0.997	59522.79943	0.02236067977	0.02039607805	0.01077032961	0.5311276881	0.647284757
-11.96	0.004	-9.356	0.022	-10.305	0.011	2459522.799	2.604	1.655	-0.949	59522.79962	0.02459674775	0.02236067977	0.01170469991	0.5317082546	0.6478665097
-11.976	0.004	-9.323	0.022	-10.313	0.011	2459522.8	2.653	1.663	-0.99	59522.79984	0.02459674775	0.02236067977	0.01170469991	0.5322900072	0.6485777824
-11.987	0.004	-9.359	0.023	-10.372	0.011	2459522.8	2.628	1.615	-1.013	59522.80003	0.02549509757	0.02334523506	0.01170469991	0.5330012799	0.6491627147
-11.978	0.004	-9.351	0.022	-10.347	0.011	2459522.8	2.627	1.631	-0.996	59522.80022	0.02459674775	0.02236067977	0.01170469991	0.5335862123	0.6497461501
-11.874	0.004	-9.287	0.023	-10.239	0.012	2459522.8	2.587	1.635	-0.952	59522.8004	0.02594224354	0.02334523506	0.01264911064	0.5341696477	0.6503279013
-12.075	0.004	-9.488	0.02	-10.457	0.01	2459522.8	2.587	1.618	-0.969	59522.80064	0.02236067977	0.02039607805	0.01077032961	0.5347513989	0.6510478115
-11.931	0.004	-9.284	0.023	-10.339	0.011	2459522.801	2.647	1.592	-1.055	59522.80082	0.02549509757	0.02334523506	0.01170469991	0.535471309	0.6516298749
-12.037	0.004	-9.423	0.021	-10.409	0.01	2459522.801	2.614	1.628	-0.986	59522.80101	0.0232594067	0.02137755833	0.01077032961	0.5360533724	0.6522144021
-11.969	0.004	-9.351	0.022	-10.365	0.011	2459522.801	2.618	1.604	-1.014	59522.8012	0.02459674775	0.02236067977	0.01170469991	0.5366378997	0.6527965279
-12.072	0.004	-9.451	0.021	-10.47	0.01	2459522.801	2.621	1.602	-1.019	59522.80142	0.0232594067	0.02137755833	0.01077032961	0.5372200255	0.6535063356
-12.011	0.004	-9.451	0.02	-10.41	0.011	2459522.801	2.56	1.601	-0.959	59522.80165	0.02282542442	0.02039607805	0.01170469991	0.5379298332	0.654213617
-12.039	0.004	-9.432	0.021	-10.465	0.01	2459522.802	2.607	1.574	-1.033	59522.80184	0.0232594067	0.02137755833	0.01077032961	0.5386371145	0.6547975199
-11.903	0.004	-9.289	0.023	-10.306	0.011	2459522.802	2.614	1.597	-1.017	59522.80207	0.02549509757	0.02334523506	0.01170469991	0.5392210174	0.6555083251
-12.015	0.004	-9.47	0.02	-10.427	0.01	2459522.802	2.545	1.588	-0.957	59522.80229	0.02236067977	0.02039607805	0.01077032961	0.5399318226	0.6562196297
-12.028	0.004	-9.405	0.021	-10.394	0.01	2459522.802	2.623	1.634	-0.989	59522.80248	0.0232594067	0.02137755833	0.01077032961	0.5406431272	0.6568041555
-12.013	0.004	-9.436	0.021	-10.405	0.01	2459522.802	2.577	1.608	-0.969	59522.80267	0.0232594067	0.02137755833	0.01077032961	0.541227653	0.6573865935
-11.982	0.004	-9.366	0.021	-10.406	0.01	2459522.803	2.616	1.576	-1.04	59522.80286	0.0232594067	0.02137755833	0.01077032961	0.541810091	0.6579704659
-12.023	0.004	-9.457	0.02	-10.44	0.01	2459522.803	2.566	1.583	-0.983	59522.80304	0.02236067977	0.02039607805	0.01077032961	0.5423939635	0.6585521242
-11.864	0.004	-9.309	0.023	-10.273	0.011	2459522.803	2.555	1.591	-0.964	59522.80323	0.02549509757	0.02334523506	0.01170469991	0.5429756217	0.659135654
-11.958	0.004	-9.368	0.021	-10.403	0.011	2459522.803	2.59	1.555	-1.035	59522.80342	0.02370653918	0.02137755833	0.01170469991	0.5435591515	0.6597210539
-11.965	0.004	-9.421	0.021	-10.377	0.011	2459522.803	2.544	1.588	-0.956	59522.8036	0.02370653918	0.02137755833	0.01170469991	0.5441445514	0.6603034599
-12.032	0.004	-9.434	0.021	-10.441	0.01	2459522.804	2.598	1.591	-1.007	59522.80383	0.0232594067	0.02137755833	0.01077032961	0.5447269574	0.6610128625
-11.997	0.004	-9.425	0.021	-10.416	0.01	2459522.804	2.572	1.581	-0.991	59522.80402	0.0232594067	0.02137755833	0.01077032961	0.54543636	0.6615966711
-11.974	0.004	-9.399	0.021	-10.45	0.01	2459522.804	2.575	1.524	-1.051	59522.80425	0.0232594067	0.02137755833	0.01077032961	0.5460201686	0.6623058239
-12.011	0.004	-9.43	0.021	-10.424	0.01	2459522.804	2.581	1.587	-0.994	59522.80447	0.0232594067	0.02137755833	0.01077032961	0.5467293215	0.6630138545
-11.957	0.004	-9.384	0.022	-10.42	0.01	2459522.804	2.573	1.537	-1.036	59522.80466	0.02416609195	0.02236067977	0.01077032961	0.547437352	0.6635947636
-11.902	0.004	-9.307	0.023	-10.369	0.011	2459522.805	2.595	1.533	-1.062	59522.80485	0.02549509757	0.02334523506	0.01170469991	0.5480182611	0.6641796959
-11.984	0.004	-9.375	0.022	-10.448	0.01	2459522.805	2.609	1.536	-1.073	59522.80503	0.02416609195	0.02236067977	0.01077032961	0.5486031935	0.664761074
-11.93	0.004	-9.332	0.022	-10.38	0.011	2459522.805	2.598	1.55	-1.048	59522.80523	0.02459674775	0.02236067977	0.01170469991	0.5491845715	0.6653785264
-11.96	0.004	-9.371	0.022	-10.402	0.01	2459522.805	2.589	1.558	-1.031	59522.80543	0.02416609195	0.02236067977	0.01077032961	0.549802024	0.6659937342
-11.935	0.004	-9.34	0.022	-10.406	0.011	2459522.805	2.595	1.529	-1.066	59522.80562	0.02459674775	0.02236067977	0.01170469991	0.5504172318	0.666578729
-11.911	0.004	-9.355	0.022	-10.381	0.011	2459522.806	2.556	1.53	-1.026	59522.8058	0.02459674775	0.02236067977	0.01170469991	0.5510022266	0.6671589223
-11.956	0.004	-9.409	0.021	-10.418	0.01	2459522.806	2.547	1.538	-1.009	59522.80599	0.0232594067	0.02137755833	0.01077032961	0.5515824199	0.6677381486
-11.931	0.004	-9.391	0.021	-10.421	0.01	2459522.806	2.54	1.51	-1.03	59522.80618	0.0232594067	0.02137755833	0.01077032961	0.5521616462	0.6683241104
-11.928	0.004	-9.407	0.021	-10.432	0.01	2459522.806	2.521	1.496	-1.025	59522.80636	0.0232594067	0.02137755833	0.01077032961	0.5527476079	0.6689080133
-11.919	0.004	-9.354	0.022	-10.384	0.011	2459522.806	2.565	1.535	-1.03	59522.80659	0.02459674775	0.02236067977	0.01170469991	0.5533315109	0.6696181637
-11.951	0.004	-9.415	0.02	-10.425	0.01	2459522.807	2.536	1.526	-1.01	59522.80678	0.02236067977	0.02039607805	0.01077032961	0.5540416612	0.6702092072
-11.88	0.004	-9.33	0.023	-10.349	0.011	2459522.807	2.55	1.531	-1.019	59522.80697	0.02549509757	0.02334523506	0.01170469991	0.5546327047	0.670794607
-11.878	0.004	-9.301	0.023	-10.355	0.011	2459522.807	2.577	1.523	-1.054	59522.80716	0.02549509757	0.02334523506	0.01170469991	0.5552181046	0.6713942866
-11.867	0.004	-9.33	0.022	-10.371	0.011	2459522.807	2.537	1.496	-1.041	59522.80739	0.02459674775	0.02236067977	0.01170469991	0.5558177841	0.6721045618
-11.943	0.004	-9.379	0.022	-10.42	0.01	2459522.807	2.564	1.523	-1.041	59522.80758	0.02416609195	0.02236067977	0.01077032961	0.5565280593	0.6726865946
-11.927	0.004	-9.417	0.021	-10.421	0.01	2459522.808	2.51	1.506	-1.004	59522.80776	0.0232594067	0.02137755833	0.01077032961	0.5571100922	0.6732661012
-11.79	0.005	-9.289	0.023	-10.293	0.011	2459522.808	2.501	1.497	-1.004	59522.80795	0.02549509757	0.02353720459	0.01208304597	0.5576895987	0.6738492564
-11.895	0.004	-9.388	0.021	-10.392	0.011	2459522.808	2.507	1.503	-1.004	59522.80814	0.02370653918	0.02137755833	0.01170469991	0.5582727539	0.674433441
-11.782	0.005	-9.235	0.024	-10.261	0.012	2459522.808	2.547	1.521	-1.026	59522.80837	0.02683281573	0.02451530134	0.013	0.5588569385	0.675155876
-11.878	0.004	-9.358	0.022	-10.396	0.01	2459522.808	2.52	1.482	-1.038	59522.80856	0.02416609195	0.02236067977	0.01077032961	0.5595793736	0.6757563977
-11.805	0.005	-9.321	0.023	-10.302	0.011	2459522.809	2.484	1.503	-0.981	59522.80875	0.02549509757	0.02353720459	0.01208304597	0.5601798952	0.676344199
-11.922	0.004	-9.424	0.021	-10.447	0.01	2459522.809	2.498	1.475	-1.023	59522.80898	0.0232594067	0.02137755833	0.01077032961	0.5607676966	0.6770543798
-11.743	0.005	-9.206	0.025	-10.243	0.012	2459522.809	2.537	1.5	-1.037	59522.80917	0.02773084925	0.02549509757	0.013	0.5614778774	0.6776645669
-11.876	0.004	-9.36	0.022	-10.394	0.01	2459522.809	2.516	1.482	-1.034	59522.8094	0.02416609195	0.02236067977	0.01077032961	0.5620880644	0.6783758396
-11.894	0.004	-9.338	0.022	-10.395	0.011	2459522.809	2.556	1.499	-1.057	59522.80959	0.02459674775	0.02236067977	0.01170469991	0.5627993371	0.6789596496
-11.77	0.005	-9.264	0.024	-10.249	0.012	2459522.81	2.506	1.521	-0.985	59522.80978	0.02683281573	0.02451530134	0.013	0.5633831472	0.6795471707
-11.882	0.004	-9.417	0.021	-10.411	0.01	2459522.81	2.465	1.471	-0.994	59522.80997	0.0232594067	0.02137755833	0.01077032961	0.5639706683	0.6801393366
-11.789	0.005	-9.268	0.023	-10.303	0.011	2459522.81	2.521	1.486	-1.035	59522.81015	0.02549509757	0.02353720459	0.01208304597	0.5645628341	0.6807246116
-11.887	0.004	-9.386	0.021	-10.425	0.01	2459522.81	2.501	1.462	-1.039	59522.81034	0.0232594067	0.02137755833	0.01077032961	0.5651481091	0.6813067374
-11.877	0.004	-9.378	0.022	-10.399	0.01	2459522.81	2.499	1.478	-1.021	59522.81053	0.02416609195	0.02236067977	0.01077032961	0.5657302349	0.6818884276
-11.8	0.005	-9.287	0.023	-10.294	0.011	2459522.811	2.513	1.506	-1.007	59522.81071	0.02549509757	0.02353720459	0.01208304597	0.5663119251	0.6824708336
-11.829	0.005	-9.348	0.021	-10.321	0.011	2459522.811	2.481	1.508	-0.973	59522.81094	0.02370653918	0.02158703314	0.01208304597	0.5668943311	0.6831838529
-11.786	0.005	-9.28	0.023	-10.3	0.011	2459522.811	2.506	1.486	-1.02	59522.81117	0.02549509757	0.02353720459	0.01208304597	0.5676073505	0.6839041667
-11.807	0.005	-9.286	0.024	-10.313	0.011	2459522.811	2.521	1.494	-1.027	59522.81136	0.02640075756	0.02451530134	0.01208304597	0.5683276643	0.6844869473
-11.77	0.005	-9.299	0.023	-10.323	0.011	2459522.811	2.471	1.447	-1.024	59522.81155	0.02549509757	0.02353720459	0.01208304597	0.5689104449	0.6850923968
-11.574	0.005	-9.06	0.028	-10.112	0.012	2459522.812	2.514	1.462	-1.052	59522.81174	0.03046309242	0.02844292531	0.013	0.5695158943	0.6856759251
-11.788	0.005	-9.286	0.023	-10.313	0.011	2459522.812	2.502	1.475	-1.027	59522.81193	0.02549509757	0.02353720459	0.01208304597	0.5700994227	0.6862605468
-11.81	0.005	-9.306	0.023	-10.314	0.011	2459522.812	2.504	1.496	-1.008	59522.81213	0.02549509757	0.02353720459	0.01208304597	0.5706840443	0.6868862621
-11.812	0.005	-9.318	0.022	-10.308	0.011	2459522.812	2.494	1.504	-0.99	59522.81232	0.02459674775	0.02256102835	0.01208304597	0.5713097597	0.6874672032
-11.627	0.005	-9.232	0.024	-10.167	0.012	2459522.812	2.395	1.46	-0.935	59522.8125	0.02683281573	0.02451530134	0.013	0.5718907007	0.6880503264
-11.64	0.005	-9.135	0.027	-10.177	0.012	2459522.813	2.505	1.463	-1.042	59522.81269	0.02954657341	0.02745906044	0.013	0.572473824	0.6886321096
-11.823	0.004	-9.334	0.022	-10.345	0.011	2459522.813	2.489	1.478	-1.011	59522.81292	0.02459674775	0.02236067977	0.01170469991	0.5730556071	0.6893418853
-11.827	0.004	-9.336	0.022	-10.336	0.011	2459522.813	2.491	1.491	-1	59522.8131	0.02459674775	0.02236067977	0.01170469991	0.5737653828	0.6899246659
-11.555	0.005	-9.038	0.028	-10.063	0.013	2459522.813	2.517	1.492	-1.025	59522.81329	0.03087069808	0.02844292531	0.01392838828	0.5743481635	0.6905049536
-11.822	0.005	-9.298	0.023	-10.329	0.011	2459522.813	2.524	1.493	-1.031	59522.81352	0.02549509757	0.02353720459	0.01208304597	0.5749284511	0.6912122349
-11.784	0.005	-9.258	0.024	-10.306	0.011	2459522.814	2.526	1.478	-1.048	59522.81372	0.02640075756	0.02451530134	0.01208304597	0.5756357325	0.691832462
-11.748	0.005	-9.219	0.025	-10.221	0.012	2459522.814	2.529	1.527	-1.002	59522.8139	0.02773084925	0.02549509757	0.013	0.5762559596	0.6924185791
-11.717	0.005	-9.198	0.025	-10.224	0.012	2459522.814	2.519	1.493	-1.026	59522.8141	0.02773084925	0.02549509757	0.013	0.5768420767	0.6930153911
-11.842	0.004	-9.317	0.023	-10.341	0.011	2459522.814	2.525	1.501	-1.024	59522.81428	0.02549509757	0.02334523506	0.01170469991	0.5774388887	0.6936003235
-11.759	0.005	-9.213	0.025	-10.277	0.011	2459522.814	2.546	1.482	-1.064	59522.81447	0.02731300057	0.02549509757	0.01208304597	0.578023821	0.6941870954
-11.853	0.004	-9.353	0.022	-10.303	0.011	2459522.814	2.5	1.55	-0.95	59522.81466	0.02459674775	0.02236067977	0.01170469991	0.5786105929	0.694772745
-11.833	0.004	-9.282	0.024	-10.337	0.011	2459522.815	2.551	1.496	-1.055	59522.81485	0.02640075756	0.02433105012	0.01170469991	0.5791962426	0.6953804377
-11.864	0.004	-9.354	0.022	-10.358	0.011	2459522.815	2.51	1.506	-1.004	59522.81504	0.02459674775	0.02236067977	0.01170469991	0.5798039352	0.6959639355
-11.79	0.005	-9.28	0.023	-10.328	0.011	2459522.815	2.51	1.462	-1.048	59522.81527	0.02549509757	0.02353720459	0.01208304597	0.5803874331	0.6966733686
-11.811	0.005	-9.319	0.023	-10.278	0.011	2459522.815	2.492	1.533	-0.959	59522.81546	0.02549509757	0.02353720459	0.01208304597	0.5810968662	0.6972681537
-11.78	0.005	-9.271	0.023	-10.243	0.012	2459522.815	2.509	1.537	-0.972	59522.81565	0.02594224354	0.02353720459	0.013	0.5816916513	0.6978501866
-11.744	0.005	-9.189	0.025	-10.229	0.012	2459522.816	2.555	1.515	-1.04	59522.81588	0.02773084925	0.02549509757	0.013	0.5822736841	0.6985797622
-11.839	0.004	-9.317	0.022	-10.281	0.011	2459522.816	2.522	1.558	-0.964	59522.81607	0.02459674775	0.02236067977	0.01170469991	0.5830032597	0.699168031
-11.918	0.004	-9.389	0.022	-10.397	0.01	2459522.816	2.529	1.521	-1.008	59522.81626	0.02416609195	0.02236067977	0.01077032961	0.5835915286	0.6997533061
-11.883	0.004	-9.372	0.022	-10.365	0.011	2459522.816	2.511	1.518	-0.993	59522.81644	0.02459674775	0.02236067977	0.01170469991	0.5841768036	0.7003328445
-11.932	0.004	-9.397	0.021	-10.406	0.01	2459522.816	2.535	1.526	-1.009	59522.81667	0.0232594067	0.02137755833	0.01077032961	0.5847563421	0.7010480447
-11.9	0.004	-9.376	0.022	-10.362	0.011	2459522.817	2.524	1.538	-0.986	59522.81686	0.02459674775	0.02236067977	0.01170469991	0.5854715422	0.7016276456
-11.699	0.005	-9.157	0.026	-10.166	0.012	2459522.817	2.542	1.533	-1.009	59522.81705	0.02863564213	0.02647640459	0.013	0.5860511431	0.7022125779
-11.613	0.005	-9.014	0.03	-10.064	0.013	2459522.817	2.599	1.549	-1.05	59522.81723	0.03269556545	0.03041381265	0.01392838828	0.5866360755	0.7027974798
-11.648	0.005	-9.08	0.027	-10.119	0.013	2459522.817	2.568	1.529	-1.039	59522.81743	0.02996664813	0.02745906044	0.01392838828	0.5872209773	0.7034159602
-11.777	0.005	-9.207	0.026	-10.27	0.011	2459522.817	2.57	1.507	-1.063	59522.81762	0.02823118843	0.02647640459	0.01208304597	0.5878394577	0.7040052265
-11.757	0.005	-9.133	0.026	-10.215	0.012	2459522.818	2.624	1.542	-1.082	59522.81781	0.02863564213	0.02647640459	0.013	0.5884287241	0.7045913437
-11.86	0.004	-9.255	0.024	-10.336	0.011	2459522.818	2.605	1.524	-1.081	59522.818	0.02640075756	0.02433105012	0.01170469991	0.5890148412	0.7051748735
-11.819	0.005	-9.283	0.024	-10.324	0.011	2459522.818	2.536	1.495	-1.041	59522.81822	0.02640075756	0.02451530134	0.01208304597	0.589598371	0.7058864583
-11.887	0.004	-9.369	0.022	-10.331	0.011	2459522.818	2.518	1.556	-0.962	59522.81841	0.02459674775	0.02236067977	0.01170469991	0.5903099559	0.7064659648
-11.846	0.004	-9.3	0.023	-10.293	0.011	2459522.818	2.546	1.553	-0.993	59522.8186	0.02549509757	0.02334523506	0.01170469991	0.5908894624	0.7070653961
-11.959	0.004	-9.358	0.022	-10.389	0.011	2459522.819	2.601	1.57	-1.031	59522.81879	0.02459674775	0.02236067977	0.01170469991	0.5914888936	0.7076466798
-11.888	0.004	-9.319	0.022	-10.326	0.011	2459522.819	2.569	1.562	-1.007	59522.81897	0.02459674775	0.02236067977	0.01170469991	0.5920701773	0.7082273086
-11.784	0.005	-9.202	0.025	-10.249	0.011	2459522.819	2.582	1.535	-1.047	59522.81916	0.02731300057	0.02549509757	0.01208304597	0.5926508062	0.7088068471
-11.888	0.004	-9.282	0.023	-10.351	0.011	2459522.819	2.606	1.537	-1.069	59522.81935	0.02549509757	0.02334523506	0.01170469991	0.5932303446	0.7093896277
-11.936	0.004	-9.357	0.022	-10.36	0.011	2459522.819	2.579	1.576	-1.003	59522.81953	0.02459674775	0.02236067977	0.01170469991	0.5938131252	0.7099720352
-11.829	0.005	-9.181	0.025	-10.198	0.012	2459522.82	2.648	1.631	-1.017	59522.81972	0.02773084925	0.02549509757	0.013	0.5943955327	0.7105548158
-11.779	0.005	-9.191	0.026	-10.243	0.012	2459522.82	2.588	1.536	-1.052	59522.81992	0.02863564213	0.02647640459	0.013	0.5949783133	0.7111661266
-11.886	0.004	-9.274	0.024	-10.301	0.011	2459522.82	2.612	1.585	-1.027	59522.82014	0.02640075756	0.02433105012	0.01170469991	0.5955896242	0.7118741557
-11.757	0.005	-9.151	0.025	-10.178	0.012	2459522.82	2.606	1.579	-1.027	59522.82037	0.02773084925	0.02549509757	0.013	0.5962976533	0.7125835888
-11.919	0.004	-9.335	0.023	-10.358	0.011	2459522.82	2.584	1.561	-1.023	59522.82056	0.02549509757	0.02334523506	0.01170469991	0.5970070863	0.7131659963
-11.827	0.004	-9.27	0.023	-10.219	0.012	2459522.821	2.557	1.608	-0.949	59522.82075	0.02594224354	0.02334523506	0.01264911064	0.5975894938	0.7137502419
-11.786	0.005	-9.186	0.025	-10.201	0.012	2459522.821	2.6	1.585	-1.015	59522.82093	0.02773084925	0.02549509757	0.013	0.5981737394	0.7143326493
-11.866	0.004	-9.247	0.024	-10.285	0.011	2459522.821	2.619	1.581	-1.038	59522.82112	0.02640075756	0.02433105012	0.01170469991	0.5987561469	0.7149146808
-11.581	0.005	-9.048	0.028	-10.008	0.014	2459522.821	2.533	1.573	-0.96	59522.82131	0.03130495168	0.02844292531	0.01486606875	0.5993381783	0.7154974628
-11.962	0.004	-9.345	0.022	-10.369	0.01	2459522.821	2.617	1.593	-1.024	59522.82154	0.02416609195	0.02236067977	0.01077032961	0.5999209604	0.716211635
-11.875	0.004	-9.246	0.023	-10.29	0.011	2459522.822	2.629	1.585	-1.044	59522.82174	0.02549509757	0.02334523506	0.01170469991	0.6006351325	0.716841995
-11.895	0.004	-9.249	0.024	-10.288	0.011	2459522.822	2.646	1.607	-1.039	59522.82193	0.02640075756	0.02433105012	0.01170469991	0.6012654926	0.7174457602
-11.889	0.004	-9.25	0.024	-10.259	0.011	2459522.822	2.639	1.63	-1.009	59522.82212	0.02640075756	0.02433105012	0.01170469991	0.6018692578	0.7180425722
-11.939	0.004	-9.284	0.023	-10.333	0.011	2459522.822	2.655	1.606	-1.049	59522.82231	0.02549509757	0.02334523506	0.01170469991	0.6024660698	0.7186286269
-11.922	0.004	-9.281	0.024	-10.332	0.011	2459522.822	2.641	1.59	-1.051	59522.8225	0.02640075756	0.02433105012	0.01170469991	0.6030521244	0.7192136217
-11.928	0.004	-9.267	0.024	-10.309	0.011	2459522.822	2.661	1.619	-1.042	59522.82269	0.02640075756	0.02433105012	0.01170469991	0.6036371192	0.7197988967
-11.766	0.005	-9.133	0.026	-10.102	0.013	2459522.823	2.633	1.664	-0.969	59522.82292	0.02906888371	0.02647640459	0.01392838828	0.6042223942	0.7205267256
-11.706	0.005	-9.085	0.026	-10.074	0.013	2459522.823	2.621	1.632	-0.989	59522.82311	0.02906888371	0.02647640459	0.01392838828	0.6049502232	0.7211120326
-11.68	0.005	-9.094	0.027	-10.073	0.013	2459522.823	2.586	1.607	-0.979	59522.8233	0.02996664813	0.02745906044	0.01392838828	0.6055355301	0.7217129288
-11.698	0.005	-9.079	0.027	-10.064	0.013	2459522.823	2.619	1.634	-0.985	59522.82349	0.02996664813	0.02745906044	0.01392838828	0.6061364263	0.7222957094
-11.814	0.005	-9.14	0.025	-10.209	0.012	2459522.823	2.674	1.605	-1.069	59522.82367	0.02773084925	0.02549509757	0.013	0.606719207	0.7228781154
-11.774	0.005	-9.171	0.025	-10.197	0.012	2459522.824	2.603	1.577	-1.026	59522.8239	0.02773084925	0.02549509757	0.013	0.607301613	0.7235892952
-11.797	0.005	-9.13	0.026	-10.164	0.012	2459522.824	2.667	1.633	-1.034	59522.82414	0.02863564213	0.02647640459	0.013	0.6080127927	0.7243305007
-11.71	0.005	-9.016	0.028	-10.057	0.013	2459522.824	2.694	1.653	-1.041	59522.82432	0.03087069808	0.02844292531	0.01392838828	0.6087539982	0.7249096645
-11.927	0.004	-9.28	0.023	-10.262	0.011	2459522.824	2.647	1.665	-0.982	59522.82451	0.02549509757	0.02334523506	0.01170469991	0.6093331621	0.7254928197
-11.831	0.004	-9.118	0.025	-10.181	0.012	2459522.825	2.713	1.65	-1.063	59522.82471	0.02773084925	0.0253179778	0.01264911064	0.6099163173	0.7260976129
-11.927	0.004	-9.213	0.025	-10.273	0.011	2459522.825	2.714	1.654	-1.06	59522.82489	0.02731300057	0.0253179778	0.01170469991	0.6105211105	0.7266797387
-11.918	0.004	-9.198	0.024	-10.222	0.011	2459522.825	2.72	1.696	-1.024	59522.82512	0.02640075756	0.02433105012	0.01170469991	0.6111032363	0.7273894535
-11.927	0.004	-9.316	0.022	-10.285	0.011	2459522.825	2.611	1.642	-0.969	59522.82535	0.02459674775	0.02236067977	0.01170469991	0.611812951	0.7280967348
-11.799	0.005	-9.135	0.026	-10.143	0.012	2459522.825	2.664	1.656	-1.008	59522.82553	0.02863564213	0.02647640459	0.013	0.6125202324	0.728677114
-11.854	0.004	-9.172	0.025	-10.196	0.012	2459522.826	2.682	1.658	-1.024	59522.82576	0.02773084925	0.0253179778	0.01264911064	0.6131006115	0.7293944368
-11.741	0.005	-9.033	0.028	-10.065	0.013	2459522.826	2.708	1.676	-1.032	59522.82595	0.03087069808	0.02844292531	0.01392838828	0.6138179343	0.7299797118
-12.038	0.004	-9.327	0.022	-10.347	0.011	2459522.826	2.711	1.691	-1.02	59522.82614	0.02459674775	0.02236067977	0.01170469991	0.6144032093	0.7305624924
-11.987	0.004	-9.298	0.022	-10.269	0.011	2459522.826	2.689	1.718	-0.971	59522.82632	0.02459674775	0.02236067977	0.01170469991	0.61498599	0.7311449928
-11.894	0.004	-9.134	0.026	-10.211	0.012	2459522.826	2.76	1.683	-1.077	59522.82651	0.02863564213	0.02630589288	0.01264911064	0.6155684903	0.7317270257
-11.989	0.004	-9.279	0.023	-10.263	0.011	2459522.827	2.71	1.726	-0.984	59522.8267	0.02549509757	0.02334523506	0.01170469991	0.6161505232	0.7323109286
-12.024	0.004	-9.315	0.022	-10.286	0.011	2459522.827	2.709	1.738	-0.971	59522.82689	0.02459674775	0.02236067977	0.01170469991	0.6167344262	0.7328987285
-11.956	0.004	-9.267	0.024	-10.275	0.011	2459522.827	2.689	1.681	-1.008	59522.82707	0.02640075756	0.02433105012	0.01170469991	0.6173222261	0.7334836304
-12.027	0.004	-9.34	0.022	-10.285	0.011	2459522.827	2.687	1.742	-0.945	59522.82726	0.02459674775	0.02236067977	0.01170469991	0.6179071279	0.7340681881
-12.082	0.004	-9.398	0.021	-10.401	0.01	2459522.827	2.684	1.681	-1.003	59522.8275	0.0232594067	0.02137755833	0.01077032961	0.6184916857	0.7347996338
-12.127	0.004	-9.438	0.021	-10.428	0.01	2459522.827	2.689	1.699	-0.99	59522.82769	0.0232594067	0.02137755833	0.01077032961	0.6192231313	0.7353932966
-12.063	0.004	-9.378	0.021	-10.382	0.01	2459522.828	2.685	1.681	-1.004	59522.82787	0.0232594067	0.02137755833	0.01077032961	0.6198167941	0.7359754224
