star 1	err	star 2	err	star 3	err	HJD	2-1	3-1	3-2	Epoch	error 3-2	error 2-1	error 3-1	phase
-12.426	0.004	-9.991	0.018	-11.465	0.007	2459522.655	2.435	0.961	-1.474	59522.65516	0.01931320792	0.01843908891	0.008062257748	0.1974692638
-12.465	0.004	-10.024	0.018	-11.472	0.007	2459522.655	2.441	0.993	-1.448	59522.65535	0.01931320792	0.01843908891	0.008062257748	0.1980520139
-12.432	0.004	-10.032	0.017	-11.442	0.007	2459522.656	2.4	0.99	-1.41	59522.65554	0.01838477631	0.0174642492	0.008062257748	0.1986337347
-12.473	0.004	-10.016	0.018	-11.505	0.007	2459522.656	2.457	0.968	-1.489	59522.65572	0.01931320792	0.01843908891	0.008062257748	0.1992194148
-12.477	0.004	-10.045	0.017	-11.5	0.007	2459522.656	2.432	0.977	-1.455	59522.65591	0.01838477631	0.0174642492	0.008062257748	0.1998036603
-12.423	0.004	-9.971	0.018	-11.426	0.007	2459522.656	2.452	0.997	-1.455	59522.6561	0.01931320792	0.01843908891	0.008062257748	0.2003882196
-12.47	0.004	-10.069	0.017	-11.477	0.007	2459522.656	2.401	0.993	-1.408	59522.65629	0.01838477631	0.0174642492	0.008062257748	0.2009958817
-12.512	0.004	-10.055	0.017	-11.511	0.007	2459522.656	2.457	1.001	-1.456	59522.65648	0.01838477631	0.0174642492	0.008062257748	0.2015833709
-12.512	0.004	-10.046	0.017	-11.522	0.006	2459522.657	2.466	0.99	-1.476	59522.65668	0.01802775638	0.0174642492	0.007211102551	0.2021979239
-12.527	0.004	-10.11	0.016	-11.533	0.006	2459522.657	2.417	0.994	-1.423	59522.65687	0.01708800749	0.0164924225	0.007211102551	0.2027839467
-12.511	0.004	-10.038	0.017	-11.517	0.007	2459522.657	2.473	0.994	-1.479	59522.65706	0.01838477631	0.0174642492	0.008062257748	0.2033685364
-12.477	0.004	-10.04	0.017	-11.471	0.007	2459522.657	2.437	1.006	-1.431	59522.65724	0.01838477631	0.0174642492	0.008062257748	0.2039531261
-12.515	0.004	-10.057	0.017	-11.517	0.007	2459522.657	2.458	0.998	-1.46	59522.65743	0.01838477631	0.0174642492	0.008062257748	0.2045355321
-12.53	0.004	-10.041	0.017	-11.525	0.007	2459522.658	2.489	1.005	-1.484	59522.65762	0.01838477631	0.0174642492	0.008062257748	0.2051201523
-12.501	0.004	-10.055	0.017	-11.471	0.007	2459522.658	2.446	1.03	-1.416	59522.65781	0.01838477631	0.0174642492	0.008062257748	0.2057069242
-12.579	0.004	-10.078	0.017	-11.55	0.006	2459522.658	2.501	1.029	-1.472	59522.65799	0.01802775638	0.0174642492	0.007211102551	0.206294351
-12.607	0.004	-10.126	0.016	-11.569	0.006	2459522.658	2.481	1.038	-1.443	59522.65819	0.01708800749	0.0164924225	0.007211102551	0.2068998933
-12.445	0.004	-10.002	0.018	-11.442	0.007	2459522.658	2.443	1.003	-1.44	59522.65838	0.01931320792	0.01843908891	0.008062257748	0.2074833912
-12.603	0.004	-10.13	0.016	-11.567	0.006	2459522.659	2.473	1.036	-1.437	59522.65856	0.01708800749	0.0164924225	0.007211102551	0.2080694459
-12.534	0.004	-10.036	0.018	-11.501	0.007	2459522.659	2.498	1.033	-1.465	59522.65875	0.01931320792	0.01843908891	0.008062257748	0.2086543477
-12.528	0.004	-10.039	0.017	-11.512	0.007	2459522.659	2.489	1.016	-1.473	59522.65894	0.01838477631	0.0174642492	0.008062257748	0.2092328249
-12.579	0.004	-10.094	0.016	-11.542	0.006	2459522.659	2.485	1.037	-1.448	59522.65912	0.01708800749	0.0164924225	0.007211102551	0.2098152628
-12.571	0.004	-10.068	0.017	-11.538	0.007	2459522.659	2.503	1.033	-1.47	59522.65931	0.01838477631	0.0174642492	0.008062257748	0.2104001952
-12.496	0.004	-10.029	0.017	-11.453	0.007	2459522.66	2.467	1.043	-1.424	59522.6595	0.01838477631	0.0174642492	0.008062257748	0.2109934528
-12.622	0.004	-10.104	0.016	-11.546	0.006	2459522.66	2.518	1.076	-1.442	59522.65969	0.01708800749	0.0164924225	0.007211102551	0.2115765761
-12.595	0.004	-10.092	0.016	-11.547	0.006	2459522.66	2.503	1.048	-1.455	59522.65988	0.01708800749	0.0164924225	0.007211102551	0.2121607912
-12.511	0.004	-9.993	0.018	-11.45	0.007	2459522.66	2.518	1.061	-1.457	59522.66006	0.01931320792	0.01843908891	0.008062257748	0.2127446942
-12.583	0.004	-10.041	0.017	-11.488	0.007	2459522.66	2.542	1.095	-1.447	59522.66025	0.01838477631	0.0174642492	0.008062257748	0.2133281935
-12.502	0.004	-9.998	0.017	-11.436	0.007	2459522.66	2.504	1.066	-1.438	59522.66044	0.01838477631	0.0174642492	0.008062257748	0.2139141857
-12.518	0.004	-9.992	0.018	-11.425	0.007	2459522.661	2.526	1.093	-1.433	59522.66062	0.01931320792	0.01843908891	0.008062257748	0.2144955318
-12.617	0.004	-10.088	0.017	-11.538	0.006	2459522.661	2.529	1.079	-1.45	59522.66081	0.01802775638	0.0174642492	0.007211102551	0.2150783124
-12.56	0.004	-10.04	0.017	-11.472	0.007	2459522.661	2.52	1.088	-1.432	59522.661	0.01838477631	0.0174642492	0.008062257748	0.2156712275
-12.488	0.004	-9.954	0.018	-11.41	0.007	2459522.661	2.534	1.078	-1.456	59522.66119	0.01931320792	0.01843908891	0.008062257748	0.2162543812
-12.537	0.004	-9.987	0.018	-11.446	0.007	2459522.661	2.55	1.091	-1.459	59522.66137	0.01931320792	0.01843908891	0.008062257748	0.2168346369
-12.556	0.004	-10.009	0.018	-11.484	0.007	2459522.662	2.547	1.072	-1.475	59522.66157	0.01931320792	0.01843908891	0.008062257748	0.217434691
-12.53	0.004	-9.965	0.018	-11.418	0.007	2459522.662	2.565	1.112	-1.453	59522.66175	0.01931320792	0.01843908891	0.008062257748	0.2180142295
-12.447	0.004	-9.934	0.019	-11.348	0.007	2459522.662	2.513	1.099	-1.414	59522.66194	0.02024845673	0.01941648784	0.008062257748	0.2185973847
-12.464	0.004	-9.927	0.019	-11.346	0.007	2459522.662	2.537	1.118	-1.419	59522.66213	0.02024845673	0.01941648784	0.008062257748	0.2191823476
-12.375	0.004	-9.803	0.02	-11.274	0.008	2459522.662	2.572	1.101	-1.471	59522.66231	0.02154065923	0.02039607805	0.00894427191	0.2197655028
-12.495	0.004	-9.934	0.019	-11.359	0.007	2459522.663	2.561	1.136	-1.425	59522.66251	0.02024845673	0.01941648784	0.008062257748	0.2203738822
-12.532	0.004	-9.967	0.018	-11.415	0.007	2459522.663	2.565	1.117	-1.448	59522.6627	0.01931320792	0.01843908891	0.008062257748	0.2209592196
-12.617	0.004	-10.062	0.017	-11.476	0.007	2459522.663	2.555	1.141	-1.414	59522.66289	0.01838477631	0.0174642492	0.008062257748	0.2215697827
-12.621	0.004	-10.025	0.017	-11.487	0.007	2459522.663	2.596	1.134	-1.462	59522.66308	0.01838477631	0.0174642492	0.008062257748	0.222154371
-12.625	0.004	-10.011	0.018	-11.513	0.007	2459522.663	2.614	1.112	-1.502	59522.66327	0.01931320792	0.01843908891	0.008062257748	0.2227385861
-12.513	0.004	-9.935	0.018	-11.374	0.007	2459522.663	2.578	1.139	-1.439	59522.66346	0.01931320792	0.01843908891	0.008062257748	0.2233271671
-12.577	0.004	-9.985	0.018	-11.434	0.007	2459522.664	2.592	1.143	-1.449	59522.66364	0.01931320792	0.01843908891	0.008062257748	0.2239117249
-12.607	0.004	-9.994	0.018	-11.465	0.007	2459522.664	2.613	1.142	-1.471	59522.66383	0.01931320792	0.01843908891	0.008062257748	0.224499246
-12.636	0.004	-10.024	0.017	-11.5	0.007	2459522.664	2.612	1.136	-1.476	59522.66402	0.01838477631	0.0174642492	0.008062257748	0.2250848942
-12.628	0.004	-9.999	0.017	-11.474	0.007	2459522.664	2.629	1.154	-1.475	59522.66421	0.01838477631	0.0174642492	0.008062257748	0.2256665524
-12.654	0.004	-10.053	0.017	-11.5	0.007	2459522.664	2.601	1.154	-1.447	59522.66439	0.01838477631	0.0174642492	0.008062257748	0.2262464655
-12.637	0.004	-10.043	0.017	-11.484	0.007	2459522.665	2.594	1.153	-1.441	59522.66458	0.01838477631	0.0174642492	0.008062257748	0.2268299939
-12.534	0.004	-9.902	0.019	-11.379	0.007	2459522.665	2.632	1.155	-1.477	59522.66478	0.02024845673	0.01941648784	0.008062257748	0.2274521244
-12.588	0.004	-9.976	0.018	-11.436	0.007	2459522.665	2.612	1.152	-1.46	59522.66498	0.01931320792	0.01843908891	0.008062257748	0.2280796474
-12.583	0.004	-10.013	0.017	-11.422	0.007	2459522.665	2.57	1.161	-1.409	59522.66517	0.01838477631	0.0174642492	0.008062257748	0.2286620549
-12.626	0.004	-10.014	0.017	-11.448	0.007	2459522.665	2.612	1.178	-1.434	59522.66535	0.01838477631	0.0174642492	0.008062257748	0.2292433705
-12.609	0.004	-10	0.018	-11.423	0.007	2459522.666	2.609	1.186	-1.423	59522.66554	0.01931320792	0.01843908891	0.008062257748	0.229827243
-12.585	0.004	-9.916	0.019	-11.384	0.007	2459522.666	2.669	1.201	-1.468	59522.66573	0.02024845673	0.01941648784	0.008062257748	0.2304096809
-12.688	0.004	-10.05	0.017	-11.482	0.007	2459522.666	2.638	1.206	-1.432	59522.66593	0.01838477631	0.0174642492	0.008062257748	0.2310353963
-12.673	0.004	-10.029	0.018	-11.473	0.007	2459522.666	2.644	1.2	-1.444	59522.66612	0.01931320792	0.01843908891	0.008062257748	0.231617117
-12.588	0.004	-9.949	0.019	-11.38	0.007	2459522.666	2.639	1.208	-1.431	59522.6663	0.02024845673	0.01941648784	0.008062257748	0.2321998656
-12.581	0.004	-9.95	0.018	-11.38	0.007	2459522.666	2.631	1.201	-1.43	59522.66649	0.01931320792	0.01843908891	0.008062257748	0.2327823036
-12.491	0.004	-9.863	0.019	-11.304	0.007	2459522.667	2.628	1.187	-1.441	59522.66668	0.02024845673	0.01941648784	0.008062257748	0.2333676105
-12.629	0.004	-10.013	0.017	-11.435	0.007	2459522.667	2.616	1.194	-1.422	59522.66687	0.01838477631	0.0174642492	0.008062257748	0.2339587165
-12.684	0.003	-9.983	0.018	-11.459	0.007	2459522.667	2.701	1.225	-1.476	59522.66705	0.01931320792	0.01824828759	0.007615773106	0.2345418717
-12.715	0.003	-10.053	0.017	-11.489	0.007	2459522.667	2.662	1.226	-1.436	59522.66724	0.01838477631	0.0172626765	0.007615773106	0.2351242777
-12.664	0.004	-9.999	0.018	-11.442	0.007	2459522.667	2.665	1.222	-1.443	59522.66743	0.01931320792	0.01843908891	0.008062257748	0.235705936
-12.677	0.004	-9.969	0.018	-11.439	0.007	2459522.668	2.708	1.238	-1.47	59522.66761	0.01931320792	0.01843908891	0.008062257748	0.2362865968
-12.695	0.003	-10.051	0.017	-11.453	0.007	2459522.668	2.644	1.242	-1.402	59522.6678	0.01838477631	0.0172626765	0.007615773106	0.2368672256
-12.693	0.003	-10.004	0.018	-11.456	0.007	2459522.668	2.689	1.237	-1.452	59522.66801	0.01931320792	0.01824828759	0.007615773106	0.2375221565
-12.727	0.003	-10.033	0.017	-11.461	0.007	2459522.668	2.694	1.266	-1.428	59522.6682	0.01838477631	0.0172626765	0.007615773106	0.2381031295
-12.699	0.003	-10.017	0.017	-11.453	0.007	2459522.668	2.682	1.246	-1.436	59522.66838	0.01838477631	0.0172626765	0.007615773106	0.238687407
-12.716	0.003	-10.055	0.017	-11.463	0.007	2459522.669	2.661	1.253	-1.408	59522.66857	0.01838477631	0.0172626765	0.007615773106	0.2392704998
-12.675	0.004	-9.946	0.018	-11.426	0.007	2459522.669	2.729	1.249	-1.48	59522.66876	0.01931320792	0.01843908891	0.008062257748	0.2398691818
-12.712	0.003	-9.997	0.018	-11.473	0.007	2459522.669	2.715	1.239	-1.476	59522.66895	0.01931320792	0.01824828759	0.007615773106	0.240451932
-12.705	0.003	-9.974	0.018	-11.451	0.007	2459522.669	2.731	1.254	-1.477	59522.66914	0.01931320792	0.01824828759	0.007615773106	0.2410372389
-12.64	0.004	-9.923	0.018	-11.379	0.007	2459522.669	2.717	1.261	-1.456	59522.66932	0.01931320792	0.01843908891	0.008062257748	0.2416193328
-12.749	0.003	-10.073	0.017	-11.492	0.007	2459522.67	2.676	1.257	-1.419	59522.66951	0.01838477631	0.0172626765	0.007615773106	0.2422050143
-12.722	0.003	-9.984	0.018	-11.437	0.007	2459522.67	2.738	1.285	-1.453	59522.6697	0.01931320792	0.01824828759	0.007615773106	0.2427892599
-12.737	0.003	-10.04	0.017	-11.463	0.007	2459522.67	2.697	1.274	-1.423	59522.66989	0.01838477631	0.0172626765	0.007615773106	0.2433936175
-12.498	0.004	-9.747	0.021	-11.22	0.008	2459522.67	2.751	1.278	-1.473	59522.67008	0.02247220505	0.02137755833	0.00894427191	0.243978955
-12.762	0.003	-10.035	0.017	-11.483	0.007	2459522.67	2.727	1.279	-1.448	59522.67027	0.01838477631	0.0172626765	0.007615773106	0.2445584934
-12.54	0.004	-9.768	0.021	-11.258	0.008	2459522.67	2.772	1.282	-1.49	59522.67045	0.02247220505	0.02137755833	0.00894427191	0.2451423339
-12.704	0.003	-9.962	0.018	-11.41	0.007	2459522.671	2.742	1.294	-1.448	59522.67064	0.01931320792	0.01824828759	0.007615773106	0.2457276714
-12.715	0.003	-9.995	0.018	-11.45	0.007	2459522.671	2.72	1.265	-1.455	59522.67083	0.01931320792	0.01824828759	0.007615773106	0.2463119489
-12.671	0.004	-9.938	0.019	-11.368	0.007	2459522.671	2.733	1.303	-1.43	59522.67102	0.02024845673	0.01941648784	0.008062257748	0.2468957284
-12.747	0.003	-9.966	0.019	-11.439	0.007	2459522.671	2.781	1.308	-1.473	59522.6712	0.02024845673	0.01923538406	0.007615773106	0.247477137
-12.745	0.003	-10.012	0.018	-11.453	0.007	2459522.671	2.733	1.292	-1.441	59522.6714	0.01931320792	0.01824828759	0.007615773106	0.2480919702
-12.784	0.003	-10.037	0.017	-11.487	0.007	2459522.672	2.747	1.297	-1.45	59522.67159	0.01838477631	0.0172626765	0.007615773106	0.2486751254
-12.746	0.003	-9.962	0.018	-11.437	0.007	2459522.672	2.784	1.309	-1.475	59522.67177	0.01931320792	0.01824828759	0.007615773106	0.2492568766
-12.258	0.004	-9.467	0.026	-10.94	0.009	2459522.672	2.791	1.318	-1.473	59522.67196	0.02751363298	0.02630589288	0.009848857802	0.2498443353
-12.665	0.004	-9.925	0.019	-11.343	0.007	2459522.672	2.74	1.322	-1.418	59522.67215	0.02024845673	0.01941648784	0.008062257748	0.2504325098
-12.725	0.003	-9.973	0.018	-11.412	0.007	2459522.672	2.752	1.313	-1.439	59522.67234	0.01931320792	0.01824828759	0.007615773106	0.2510178472
-12.779	0.003	-9.995	0.018	-11.464	0.007	2459522.673	2.784	1.315	-1.469	59522.67253	0.01931320792	0.01824828759	0.007615773106	0.251602405
-12.795	0.003	-10.039	0.017	-11.489	0.007	2459522.673	2.756	1.306	-1.45	59522.67271	0.01838477631	0.0172626765	0.007615773106	0.2521884611
-12.692	0.003	-9.867	0.02	-11.338	0.007	2459522.673	2.825	1.354	-1.471	59522.6729	0.0211896201	0.02022374842	0.007615773106	0.252777758
-12.778	0.003	-9.988	0.018	-11.444	0.007	2459522.673	2.79	1.334	-1.456	59522.67309	0.01931320792	0.01824828759	0.007615773106	0.2533608507
-12.79	0.003	-9.992	0.018	-11.435	0.007	2459522.673	2.798	1.355	-1.443	59522.67328	0.01931320792	0.01824828759	0.007615773106	0.2539613419
-12.813	0.003	-10.008	0.018	-11.471	0.007	2459522.673	2.805	1.342	-1.463	59522.67347	0.01931320792	0.01824828759	0.007615773106	0.2545411911
-12.75	0.003	-9.966	0.018	-11.406	0.007	2459522.674	2.784	1.344	-1.44	59522.67366	0.01931320792	0.01824828759	0.007615773106	0.2551258432
-12.836	0.003	-10.055	0.017	-11.489	0.007	2459522.674	2.781	1.347	-1.434	59522.67385	0.01838477631	0.0172626765	0.007615773106	0.2557215633
-12.803	0.003	-10.011	0.017	-11.457	0.007	2459522.674	2.792	1.346	-1.446	59522.67403	0.01838477631	0.0172626765	0.007615773106	0.2563062155
-12.649	0.004	-9.853	0.02	-11.3	0.007	2459522.674	2.796	1.349	-1.447	59522.67422	0.0211896201	0.02039607805	0.008062257748	0.2568918331
-12.844	0.003	-10.05	0.017	-11.493	0.007	2459522.674	2.794	1.351	-1.443	59522.67441	0.01838477631	0.0172626765	0.007615773106	0.2574706543
-12.847	0.003	-10.031	0.017	-11.497	0.007	2459522.675	2.816	1.35	-1.466	59522.67459	0.01838477631	0.0172626765	0.007615773106	0.2580512527
-12.704	0.003	-9.911	0.019	-11.36	0.007	2459522.675	2.793	1.344	-1.449	59522.67478	0.02024845673	0.01923538406	0.007615773106	0.2586296993
-12.724	0.003	-9.911	0.019	-11.358	0.007	2459522.675	2.813	1.366	-1.447	59522.67497	0.02024845673	0.01923538406	0.007615773106	0.2592117946
-12.749	0.003	-9.912	0.019	-11.385	0.007	2459522.675	2.837	1.364	-1.473	59522.67516	0.02024845673	0.01923538406	0.007615773106	0.2598029006
-12.684	0.004	-9.88	0.019	-11.308	0.007	2459522.675	2.804	1.376	-1.428	59522.67535	0.02024845673	0.01941648784	0.008062257748	0.2604224728
-12.733	0.003	-9.903	0.019	-11.369	0.007	2459522.676	2.83	1.364	-1.466	59522.67554	0.02024845673	0.01923538406	0.007615773106	0.2610074371
-12.882	0.003	-10.03	0.017	-11.499	0.007	2459522.676	2.852	1.383	-1.469	59522.67573	0.01838477631	0.0172626765	0.007615773106	0.2616100786
-12.885	0.003	-10.079	0.016	-11.515	0.007	2459522.676	2.806	1.37	-1.436	59522.67592	0.0174642492	0.0162788206	0.007615773106	0.2621953231
-12.904	0.003	-10.068	0.017	-11.512	0.007	2459522.676	2.836	1.392	-1.444	59522.67611	0.01838477631	0.0172626765	0.007615773106	0.2627814097
-12.893	0.003	-10.046	0.017	-11.516	0.007	2459522.676	2.847	1.377	-1.47	59522.6763	0.01838477631	0.0172626765	0.007615773106	0.2633645635
-12.799	0.003	-9.94	0.019	-11.421	0.007	2459522.676	2.859	1.378	-1.481	59522.67649	0.02024845673	0.01923538406	0.007615773106	0.2639509303
-12.851	0.003	-10.034	0.017	-11.469	0.007	2459522.677	2.817	1.382	-1.435	59522.67667	0.01838477631	0.0172626765	0.007615773106	0.2645344601
-12.599	0.004	-9.721	0.022	-11.21	0.008	2459522.677	2.878	1.389	-1.489	59522.67686	0.02340939982	0.02236067977	0.00894427191	0.2651168661
-12.749	0.003	-9.91	0.018	-11.351	0.007	2459522.677	2.839	1.398	-1.441	59522.67705	0.01931320792	0.01824828759	0.007615773106	0.2657025477
-12.793	0.003	-9.938	0.019	-11.361	0.007	2459522.677	2.855	1.432	-1.423	59522.67723	0.02024845673	0.01923538406	0.007615773106	0.2662849537
-12.759	0.003	-9.947	0.018	-11.365	0.007	2459522.677	2.812	1.394	-1.418	59522.67742	0.01931320792	0.01824828759	0.007615773106	0.2668684835
-12.505	0.004	-9.643	0.023	-11.092	0.009	2459522.678	2.862	1.413	-1.449	59522.67761	0.02469817807	0.02334523506	0.009848857802	0.2674544758
-12.896	0.003	-10.016	0.018	-11.487	0.007	2459522.678	2.88	1.409	-1.471	59522.6778	0.01931320792	0.01824828759	0.007615773106	0.2680365696
-12.872	0.003	-10.049	0.017	-11.46	0.007	2459522.678	2.823	1.412	-1.411	59522.67798	0.01838477631	0.0172626765	0.007615773106	0.268620037
-12.835	0.003	-10.001	0.018	-11.428	0.007	2459522.678	2.834	1.407	-1.427	59522.67817	0.01931320792	0.01824828759	0.007615773106	0.2692035668
-12.924	0.003	-10.027	0.017	-11.494	0.007	2459522.678	2.897	1.43	-1.467	59522.67836	0.01838477631	0.0172626765	0.007615773106	0.2697874073
-12.764	0.003	-9.909	0.019	-11.364	0.007	2459522.679	2.855	1.4	-1.455	59522.67855	0.02024845673	0.01923538406	0.007615773106	0.2703745219
-12.613	0.004	-9.75	0.021	-11.214	0.008	2459522.679	2.863	1.399	-1.464	59522.67873	0.02247220505	0.02137755833	0.00894427191	0.2709576451
-12.697	0.003	-9.844	0.02	-11.293	0.008	2459522.679	2.853	1.404	-1.449	59522.67893	0.02154065923	0.02022374842	0.008544003745	0.2715783412
-12.74	0.003	-9.89	0.019	-11.31	0.007	2459522.679	2.85	1.43	-1.42	59522.67912	0.02024845673	0.01923538406	0.007615773106	0.2721614964
-12.784	0.003	-9.878	0.019	-11.333	0.007	2459522.679	2.906	1.451	-1.455	59522.67931	0.02024845673	0.01923538406	0.007615773106	0.2727472084
-12.884	0.003	-9.992	0.018	-11.46	0.007	2459522.679	2.892	1.424	-1.468	59522.67949	0.01931320792	0.01824828759	0.007615773106	0.2733284921
-12.737	0.003	-9.9	0.019	-11.295	0.007	2459522.68	2.837	1.442	-1.395	59522.67968	0.02024845673	0.01923538406	0.007615773106	0.2739123951
-12.817	0.003	-9.935	0.019	-11.378	0.007	2459522.68	2.882	1.439	-1.443	59522.67987	0.02024845673	0.01923538406	0.007615773106	0.2744983873
-12.663	0.004	-9.719	0.022	-11.219	0.008	2459522.68	2.944	1.444	-1.5	59522.68006	0.02340939982	0.02236067977	0.00894427191	0.2750848166
-12.86	0.003	-9.969	0.018	-11.428	0.007	2459522.68	2.891	1.432	-1.459	59522.68024	0.01931320792	0.01824828759	0.007615773106	0.2756657896
-12.763	0.003	-9.881	0.019	-11.343	0.007	2459522.68	2.882	1.42	-1.462	59522.68045	0.02024845673	0.01923538406	0.007615773106	0.27630195
-12.85	0.003	-9.936	0.018	-11.392	0.007	2459522.681	2.914	1.458	-1.456	59522.68064	0.01931320792	0.01824828759	0.007615773106	0.2768904991
-12.861	0.003	-9.977	0.018	-11.406	0.007	2459522.681	2.884	1.455	-1.429	59522.68082	0.01931320792	0.01824828759	0.007615773106	0.2774776442
-12.767	0.003	-9.903	0.019	-11.314	0.007	2459522.681	2.864	1.453	-1.411	59522.68102	0.02024845673	0.01923538406	0.007615773106	0.2780874581
-12.795	0.003	-9.924	0.019	-11.372	0.007	2459522.681	2.871	1.423	-1.448	59522.68121	0.02024845673	0.01923538406	0.007615773106	0.2786670286
-12.636	0.004	-9.709	0.022	-11.184	0.008	2459522.681	2.927	1.452	-1.475	59522.68139	0.02340939982	0.02236067977	0.00894427191	0.2792483427
-12.824	0.003	-9.912	0.019	-11.362	0.007	2459522.682	2.912	1.462	-1.45	59522.68158	0.02024845673	0.01923538406	0.007615773106	0.2798304075
-12.817	0.003	-9.914	0.019	-11.368	0.007	2459522.682	2.903	1.449	-1.454	59522.68177	0.02024845673	0.01923538406	0.007615773106	0.280414248
-12.779	0.003	-9.836	0.02	-11.335	0.007	2459522.682	2.943	1.444	-1.499	59522.68195	0.0211896201	0.02022374842	0.007615773106	0.281000988
-12.982	0.003	-10.061	0.017	-11.509	0.007	2459522.682	2.921	1.473	-1.448	59522.68214	0.01838477631	0.0172626765	0.007615773106	0.2815859523
-12.9	0.003	-10.015	0.017	-11.421	0.007	2459522.682	2.885	1.479	-1.406	59522.68233	0.01838477631	0.0172626765	0.007615773106	0.2821741588
-12.98	0.003	-10.103	0.017	-11.538	0.006	2459522.683	2.877	1.442	-1.435	59522.68252	0.01802775638	0.0172626765	0.006708203932	0.2827559419
-12.918	0.003	-10.037	0.017	-11.448	0.007	2459522.683	2.881	1.47	-1.411	59522.6827	0.01838477631	0.0172626765	0.007615773106	0.2833419022
-12.976	0.003	-10.025	0.018	-11.501	0.007	2459522.683	2.951	1.475	-1.476	59522.68289	0.01931320792	0.01824828759	0.007615773106	0.2839261173
-12.982	0.003	-10.056	0.017	-11.498	0.007	2459522.683	2.926	1.484	-1.442	59522.68308	0.01838477631	0.0172626765	0.007615773106	0.2845107695
-12.883	0.003	-9.952	0.018	-11.398	0.007	2459522.683	2.931	1.485	-1.446	59522.68327	0.01931320792	0.01824828759	0.007615773106	0.2850978841
-12.845	0.003	-9.939	0.019	-11.348	0.007	2459522.683	2.906	1.497	-1.409	59522.68346	0.02024845673	0.01923538406	0.007615773106	0.2856853108
-12.857	0.003	-9.907	0.019	-11.366	0.007	2459522.684	2.95	1.491	-1.459	59522.68364	0.02024845673	0.01923538406	0.007615773106	0.2862691833
-12.801	0.003	-9.879	0.019	-11.331	0.007	2459522.684	2.922	1.47	-1.452	59522.68383	0.02024845673	0.01923538406	0.007615773106	0.2868548009
-12.807	0.003	-9.839	0.02	-11.313	0.007	2459522.684	2.968	1.494	-1.474	59522.68402	0.0211896201	0.02022374842	0.007615773106	0.2874408876
-12.939	0.003	-10.026	0.017	-11.446	0.007	2459522.684	2.913	1.493	-1.42	59522.68421	0.01838477631	0.0172626765	0.007615773106	0.2880279702
-12.86	0.003	-9.916	0.019	-11.359	0.007	2459522.684	2.944	1.501	-1.443	59522.6844	0.02024845673	0.01923538406	0.007615773106	0.2886143995
-12.913	0.003	-9.954	0.018	-11.422	0.007	2459522.685	2.959	1.491	-1.468	59522.68458	0.01931320792	0.01824828759	0.007615773106	0.2891946552
-12.744	0.003	-9.779	0.021	-11.275	0.008	2459522.685	2.965	1.469	-1.496	59522.68477	0.02247220505	0.02121320344	0.008544003745	0.2897741937
-12.961	0.003	-10.004	0.018	-11.451	0.007	2459522.685	2.957	1.51	-1.447	59522.68496	0.01931320792	0.01824828759	0.007615773106	0.290383633
-13.018	0.003	-10.084	0.016	-11.528	0.007	2459522.685	2.934	1.49	-1.444	59522.68515	0.0174642492	0.0162788206	0.007615773106	0.2909620796
-12.975	0.003	-10.014	0.017	-11.461	0.007	2459522.685	2.961	1.514	-1.447	59522.68534	0.01838477631	0.0172626765	0.007615773106	0.2915495688
-13.003	0.003	-10.064	0.017	-11.505	0.007	2459522.686	2.939	1.498	-1.441	59522.68553	0.01838477631	0.0172626765	0.007615773106	0.292135654
-13.025	0.003	-10.089	0.017	-11.525	0.007	2459522.686	2.936	1.5	-1.436	59522.68571	0.01838477631	0.0172626765	0.007615773106	0.2927188092
-13.037	0.003	-10.101	0.017	-11.535	0.007	2459522.686	2.936	1.502	-1.434	59522.6859	0.01838477631	0.0172626765	0.007615773106	0.2933011847
-12.996	0.003	-10.04	0.017	-11.486	0.007	2459522.686	2.956	1.51	-1.446	59522.68609	0.01838477631	0.0172626765	0.007615773106	0.2938861795
-13.03	0.003	-10.116	0.016	-11.53	0.007	2459522.686	2.914	1.5	-1.414	59522.68627	0.0174642492	0.0162788206	0.007615773106	0.2944703322
-13.045	0.003	-10.073	0.017	-11.528	0.007	2459522.686	2.972	1.517	-1.455	59522.68648	0.01838477631	0.0172626765	0.007615773106	0.2950982298
-12.909	0.003	-9.95	0.018	-11.403	0.007	2459522.687	2.959	1.506	-1.453	59522.68669	0.01931320792	0.01824828759	0.007615773106	0.2957787914
-12.955	0.003	-10.001	0.018	-11.439	0.007	2459522.687	2.954	1.516	-1.438	59522.68688	0.01931320792	0.01824828759	0.007615773106	0.296364502
-12.975	0.003	-10.007	0.018	-11.457	0.007	2459522.687	2.968	1.518	-1.45	59522.68707	0.01931320792	0.01824828759	0.007615773106	0.2969573851
-12.988	0.003	-10.023	0.017	-11.483	0.007	2459522.687	2.965	1.505	-1.46	59522.68727	0.01838477631	0.0172626765	0.007615773106	0.2975697878
-12.838	0.003	-9.904	0.019	-11.34	0.007	2459522.687	2.934	1.498	-1.436	59522.68746	0.02024845673	0.01923538406	0.007615773106	0.2981569024
-12.953	0.003	-9.974	0.018	-11.425	0.007	2459522.688	2.979	1.528	-1.451	59522.68764	0.01931320792	0.01824828759	0.007615773106	0.2987454195
-12.882	0.003	-9.918	0.019	-11.371	0.007	2459522.688	2.964	1.511	-1.453	59522.68783	0.02024845673	0.01923538406	0.007615773106	0.2993274843
