star 1	err	star 2	err	star 3	err	HJD	2-1	3-1	3-2	Epoch	error 3-2	error 2-1	error 3-1	phase
-13.163	0.003	-9.983	0.018	-11.428	0.007	2459522.728	3.18	1.735	-1.445	59522.72766	0.01931320792	0.01824828759	0.007615773106	0.4235144015
-13.214	0.003	-10.019	0.018	-11.475	0.007	2459522.728	3.195	1.739	-1.456	59522.72786	0.01931320792	0.01824828759	0.007615773106	0.4241412392
-13.223	0.003	-10.052	0.018	-11.469	0.007	2459522.728	3.171	1.754	-1.417	59522.72805	0.01931320792	0.01824828759	0.007615773106	0.4247214949
-13.25	0.003	-10.086	0.016	-11.521	0.007	2459522.728	3.164	1.729	-1.435	59522.72823	0.0174642492	0.0162788206	0.007615773106	0.4253035902
-13.157	0.003	-9.981	0.018	-11.41	0.007	2459522.728	3.176	1.747	-1.429	59522.72842	0.01931320792	0.01824828759	0.007615773106	0.4258867439
-13.032	0.003	-9.896	0.019	-11.283	0.008	2459522.729	3.136	1.749	-1.387	59522.72861	0.02061552813	0.01923538406	0.008544003745	0.4264734854
-13.236	0.003	-10.057	0.017	-11.495	0.007	2459522.729	3.179	1.741	-1.438	59522.7288	0.01838477631	0.0172626765	0.007615773106	0.4270623771
-13.268	0.003	-10.128	0.016	-11.534	0.006	2459522.729	3.14	1.734	-1.406	59522.72899	0.01708800749	0.0162788206	0.006708203932	0.4276469668
-13.199	0.003	-9.997	0.018	-11.471	0.007	2459522.729	3.202	1.728	-1.474	59522.72917	0.01931320792	0.01824828759	0.007615773106	0.4282271906
-13.175	0.003	-10.005	0.017	-11.454	0.007	2459522.729	3.17	1.721	-1.449	59522.72936	0.01838477631	0.0172626765	0.007615773106	0.4288114682
-13.221	0.003	-10.012	0.018	-11.486	0.007	2459522.73	3.209	1.735	-1.474	59522.72955	0.01931320792	0.01824828759	0.007615773106	0.4293996427
-13.277	0.003	-10.091	0.017	-11.527	0.007	2459522.73	3.186	1.75	-1.436	59522.72974	0.01838477631	0.0172626765	0.007615773106	0.4300015683
-13.205	0.003	-10.012	0.018	-11.471	0.007	2459522.73	3.193	1.734	-1.459	59522.72994	0.01931320792	0.01824828759	0.007615773106	0.4306247588
-13.203	0.003	-10	0.018	-11.451	0.007	2459522.73	3.203	1.752	-1.451	59522.73014	0.01931320792	0.01824828759	0.007615773106	0.4312353204
-13.186	0.003	-10.001	0.018	-11.443	0.007	2459522.73	3.185	1.743	-1.442	59522.73032	0.01931320792	0.01824828759	0.007615773106	0.4318199101
-13.256	0.003	-10.052	0.017	-11.522	0.007	2459522.731	3.204	1.734	-1.47	59522.73052	0.01838477631	0.0172626765	0.007615773106	0.4324376733
-13.123	0.003	-9.924	0.019	-11.394	0.007	2459522.731	3.199	1.729	-1.47	59522.73071	0.02024845673	0.01923538406	0.007615773106	0.4330186782
-13.191	0.003	-9.991	0.018	-11.432	0.007	2459522.731	3.2	1.759	-1.441	59522.7309	0.01931320792	0.01824828759	0.007615773106	0.4336039837
-13.108	0.003	-9.952	0.018	-11.371	0.007	2459522.731	3.156	1.737	-1.419	59522.73109	0.01931320792	0.01824828759	0.007615773106	0.4341928754
-13.123	0.003	-9.873	0.019	-11.367	0.007	2459522.731	3.25	1.756	-1.494	59522.73128	0.02024845673	0.01923538406	0.007615773106	0.4347919321
-13.253	0.003	-10.087	0.017	-11.519	0.007	2459522.731	3.166	1.734	-1.432	59522.73147	0.01838477631	0.0172626765	0.007615773106	0.4353754619
-13.217	0.003	-10.005	0.018	-11.475	0.007	2459522.732	3.212	1.742	-1.47	59522.73165	0.01931320792	0.01824828759	0.007615773106	0.4359614861
-13.19	0.003	-9.976	0.018	-11.46	0.007	2459522.732	3.214	1.73	-1.484	59522.73184	0.01931320792	0.01824828759	0.007615773106	0.4365395581
-13.238	0.003	-10.051	0.017	-11.485	0.007	2459522.732	3.187	1.753	-1.434	59522.73202	0.01838477631	0.0172626765	0.007615773106	0.4371212788
-13.257	0.003	-10.072	0.017	-11.542	0.006	2459522.732	3.185	1.715	-1.47	59522.73221	0.01802775638	0.0172626765	0.006708203932	0.4377062431
-13.277	0.003	-10.048	0.017	-11.552	0.006	2459522.732	3.229	1.725	-1.504	59522.7324	0.01802775638	0.0172626765	0.006708203932	0.4382926085
-13.26	0.003	-10.04	0.017	-11.527	0.007	2459522.733	3.22	1.733	-1.487	59522.73259	0.01838477631	0.0172626765	0.007615773106	0.4388739866
-13.109	0.003	-9.947	0.018	-11.367	0.007	2459522.733	3.162	1.742	-1.42	59522.73277	0.01931320792	0.01824828759	0.007615773106	0.4394581712
-13.161	0.003	-9.945	0.019	-11.404	0.007	2459522.733	3.216	1.757	-1.459	59522.73296	0.02024845673	0.01923538406	0.007615773106	0.4400405772
-13.141	0.003	-9.948	0.018	-11.403	0.007	2459522.733	3.193	1.738	-1.455	59522.73316	0.01931320792	0.01824828759	0.007615773106	0.4406522307
-13.092	0.003	-9.924	0.019	-11.349	0.007	2459522.733	3.168	1.743	-1.425	59522.73335	0.02024845673	0.01923538406	0.007615773106	0.4412497904
-13.168	0.003	-9.97	0.018	-11.424	0.007	2459522.734	3.198	1.744	-1.454	59522.73354	0.01931320792	0.01824828759	0.007615773106	0.4418319162
-13.207	0.003	-9.996	0.018	-11.477	0.007	2459522.734	3.211	1.73	-1.481	59522.73372	0.01931320792	0.01824828759	0.007615773106	0.4424139491
-13.115	0.003	-9.925	0.019	-11.362	0.007	2459522.734	3.19	1.753	-1.437	59522.73391	0.02024845673	0.01923538406	0.007615773106	0.4429952952
-13.175	0.003	-9.982	0.019	-11.445	0.007	2459522.734	3.193	1.73	-1.463	59522.73414	0.02024845673	0.01923538406	0.007615773106	0.4437090318
-13.272	0.003	-10.09	0.017	-11.529	0.007	2459522.734	3.182	1.743	-1.439	59522.73433	0.01838477631	0.0172626765	0.007615773106	0.4442929347
-13.254	0.003	-10.093	0.017	-11.531	0.007	2459522.735	3.161	1.723	-1.438	59522.73451	0.01838477631	0.0172626765	0.007615773106	0.4448749676
-13.126	0.003	-9.899	0.02	-11.4	0.007	2459522.735	3.227	1.726	-1.501	59522.7347	0.0211896201	0.02022374842	0.007615773106	0.4454635791
-13.287	0.003	-10.088	0.017	-11.541	0.007	2459522.735	3.199	1.746	-1.453	59522.73489	0.01838477631	0.0172626765	0.007615773106	0.4460466719
-13.216	0.003	-10.056	0.017	-11.491	0.007	2459522.735	3.16	1.725	-1.435	59522.73507	0.01838477631	0.0172626765	0.007615773106	0.4466302002
-13.223	0.003	-10.008	0.018	-11.501	0.007	2459522.735	3.215	1.722	-1.493	59522.73526	0.01931320792	0.01824828759	0.007615773106	0.4472126077
-13.256	0.003	-10.062	0.017	-11.511	0.007	2459522.735	3.194	1.745	-1.449	59522.73545	0.01838477631	0.0172626765	0.007615773106	0.4477928634
-13.115	0.003	-9.924	0.019	-11.375	0.007	2459522.736	3.191	1.74	-1.451	59522.73564	0.02024845673	0.01923538406	0.007615773106	0.4483854024
-13.206	0.003	-10.026	0.018	-11.468	0.007	2459522.736	3.18	1.738	-1.442	59522.73582	0.01931320792	0.01824828759	0.007615773106	0.448969587
-13.222	0.003	-10.029	0.018	-11.488	0.007	2459522.736	3.193	1.734	-1.459	59522.73601	0.01931320792	0.01824828759	0.007615773106	0.449558229
-13.179	0.003	-10.012	0.018	-11.456	0.007	2459522.736	3.167	1.723	-1.444	59522.73621	0.01931320792	0.01824828759	0.007615773106	0.4501806717
-13.145	0.003	-9.959	0.018	-11.412	0.007	2459522.736	3.186	1.733	-1.453	59522.73642	0.01931320792	0.01824828759	0.007615773106	0.4508186399
-13.074	0.003	-9.841	0.02	-11.331	0.007	2459522.737	3.233	1.743	-1.49	59522.7366	0.0211896201	0.02022374842	0.007615773106	0.4514006727
-13.196	0.003	-9.98	0.018	-11.441	0.007	2459522.737	3.216	1.755	-1.461	59522.73679	0.01931320792	0.01824828759	0.007615773106	0.4519856356
-13.205	0.003	-10.029	0.017	-11.479	0.007	2459522.737	3.176	1.726	-1.45	59522.73702	0.01838477631	0.0172626765	0.007615773106	0.4526968778
-13.231	0.003	-10.02	0.018	-11.48	0.007	2459522.737	3.211	1.751	-1.46	59522.73725	0.01931320792	0.01824828759	0.007615773106	0.4534067159
-13.094	0.003	-9.899	0.019	-11.351	0.007	2459522.737	3.195	1.743	-1.452	59522.73744	0.02024845673	0.01923538406	0.007615773106	0.4539913056
-13.129	0.003	-9.914	0.019	-11.387	0.007	2459522.738	3.215	1.742	-1.473	59522.73762	0.02024845673	0.01923538406	0.007615773106	0.4545740863
-12.874	0.003	-9.707	0.022	-11.15	0.008	2459522.738	3.167	1.724	-1.443	59522.73781	0.02340939982	0.02220360331	0.008544003745	0.4551669693
-13.078	0.003	-9.885	0.019	-11.331	0.007	2459522.738	3.193	1.747	-1.446	59522.738	0.02024845673	0.01923538406	0.007615773106	0.4557504672
-12.969	0.003	-9.808	0.02	-11.249	0.008	2459522.738	3.161	1.72	-1.441	59522.73819	0.02154065923	0.02022374842	0.008544003745	0.4563364594
-13.245	0.003	-10.059	0.017	-11.51	0.007	2459522.738	3.186	1.735	-1.451	59522.73838	0.01838477631	0.0172626765	0.007615773106	0.4569211116
-13.147	0.003	-9.938	0.019	-11.414	0.007	2459522.739	3.209	1.733	-1.476	59522.73856	0.02024845673	0.01923538406	0.007615773106	0.4575056998
-13.164	0.003	-10.017	0.018	-11.434	0.007	2459522.739	3.147	1.73	-1.417	59522.73875	0.01931320792	0.01824828759	0.007615773106	0.4580881073
-13.236	0.003	-10.079	0.017	-11.511	0.007	2459522.739	3.157	1.725	-1.432	59522.73894	0.01838477631	0.0172626765	0.007615773106	0.4586690803
-13.281	0.003	-10.123	0.016	-11.561	0.006	2459522.739	3.158	1.72	-1.438	59522.73912	0.01708800749	0.0162788206	0.006708203932	0.4592493345
-13.277	0.003	-10.115	0.016	-11.539	0.007	2459522.739	3.162	1.738	-1.424	59522.73931	0.0174642492	0.0162788206	0.007615773106	0.4598342669
-13.235	0.003	-10.071	0.017	-11.486	0.007	2459522.739	3.164	1.749	-1.415	59522.7395	0.01838477631	0.0172626765	0.007615773106	0.4604221612
-13.205	0.003	-10.048	0.017	-11.485	0.007	2459522.74	3.157	1.72	-1.437	59522.73973	0.01838477631	0.0172626765	0.007615773106	0.4611326542
-13.179	0.003	-10.007	0.018	-11.456	0.007	2459522.74	3.172	1.723	-1.449	59522.73995	0.01931320792	0.01824828759	0.007615773106	0.4618377533
-13.068	0.003	-9.887	0.019	-11.345	0.007	2459522.74	3.181	1.723	-1.458	59522.74014	0.02024845673	0.01923538406	0.007615773106	0.4624230907
-13.017	0.003	-9.882	0.02	-11.291	0.007	2459522.74	3.135	1.726	-1.409	59522.74033	0.0211896201	0.02022374842	0.007615773106	0.4630044383
-13.211	0.003	-10.07	0.017	-11.491	0.007	2459522.741	3.141	1.72	-1.421	59522.74051	0.01838477631	0.0172626765	0.007615773106	0.4635868443
-13.253	0.003	-10.073	0.016	-11.54	0.006	2459522.741	3.18	1.713	-1.467	59522.7407	0.01708800749	0.0162788206	0.006708203932	0.4641699995
-13.277	0.003	-10.117	0.016	-11.525	0.007	2459522.741	3.16	1.752	-1.408	59522.7409	0.0174642492	0.0162788206	0.007615773106	0.4647884494
-13.144	0.003	-9.99	0.018	-11.415	0.007	2459522.741	3.154	1.729	-1.425	59522.74108	0.01931320792	0.01824828759	0.007615773106	0.4653698275
-13.111	0.003	-9.916	0.019	-11.383	0.007	2459522.741	3.195	1.728	-1.467	59522.74127	0.02024845673	0.01923538406	0.007615773106	0.4659508005
-13.178	0.003	-9.99	0.018	-11.44	0.007	2459522.741	3.188	1.738	-1.45	59522.74146	0.01931320792	0.01824828759	0.007615773106	0.466530744
-13.135	0.003	-10.002	0.018	-11.437	0.007	2459522.742	3.133	1.698	-1.435	59522.74164	0.01931320792	0.01824828759	0.007615773106	0.4671120277
-13.206	0.003	-10.035	0.017	-11.478	0.007	2459522.742	3.171	1.728	-1.443	59522.74183	0.01838477631	0.0172626765	0.007615773106	0.4676955575
-13.224	0.003	-10.071	0.017	-11.521	0.007	2459522.742	3.153	1.703	-1.45	59522.74207	0.01838477631	0.0172626765	0.007615773106	0.4684486731
-13.213	0.003	-10.061	0.017	-11.502	0.007	2459522.742	3.152	1.711	-1.441	59522.7423	0.01838477631	0.0172626765	0.007615773106	0.4691609752
-13.205	0.003	-10.091	0.017	-11.507	0.007	2459522.742	3.114	1.698	-1.416	59522.74249	0.01838477631	0.0172626765	0.007615773106	0.4697441289
-13.063	0.003	-9.924	0.018	-11.309	0.007	2459522.743	3.139	1.754	-1.385	59522.74268	0.01931320792	0.01824828759	0.007615773106	0.4703290932
-13.231	0.003	-10.071	0.017	-11.51	0.007	2459522.743	3.16	1.721	-1.439	59522.74287	0.01838477631	0.0172626765	0.007615773106	0.470942897
-13.163	0.003	-10.04	0.018	-11.469	0.007	2459522.743	3.123	1.694	-1.429	59522.74306	0.01931320792	0.01824828759	0.007615773106	0.4715268014
-13.208	0.003	-10.056	0.017	-11.464	0.007	2459522.743	3.152	1.744	-1.408	59522.74325	0.01838477631	0.0172626765	0.007615773106	0.4721073998
-13.227	0.003	-10.074	0.017	-11.487	0.007	2459522.743	3.153	1.74	-1.413	59522.74343	0.01838477631	0.0172626765	0.007615773106	0.4726884032
-13.227	0.003	-10.075	0.016	-11.537	0.006	2459522.744	3.152	1.69	-1.462	59522.74362	0.01708800749	0.0162788206	0.006708203932	0.4732714641
-13.247	0.003	-10.1	0.016	-11.536	0.007	2459522.744	3.147	1.711	-1.436	59522.74381	0.0174642492	0.0162788206	0.007615773106	0.4738571761
-13.056	0.003	-9.873	0.019	-11.34	0.007	2459522.744	3.183	1.716	-1.467	59522.74399	0.02024845673	0.01923538406	0.007615773106	0.4744395821
-13.25	0.003	-10.101	0.017	-11.513	0.007	2459522.744	3.149	1.737	-1.412	59522.74418	0.01838477631	0.0172626765	0.007615773106	0.4750299722
-13.218	0.003	-10.085	0.017	-11.497	0.007	2459522.744	3.133	1.721	-1.412	59522.74437	0.01838477631	0.0172626765	0.007615773106	0.4756127529
-13.269	0.003	-10.096	0.016	-11.55	0.006	2459522.745	3.173	1.719	-1.454	59522.74456	0.01708800749	0.0162788206	0.006708203932	0.476196968
-13.219	0.003	-10.043	0.017	-11.491	0.007	2459522.745	3.176	1.728	-1.448	59522.74474	0.01838477631	0.0172626765	0.007615773106	0.4767790618
-13.165	0.003	-9.988	0.018	-11.452	0.007	2459522.745	3.177	1.713	-1.464	59522.74493	0.01931320792	0.01824828759	0.007615773106	0.4773596602
-13.127	0.003	-9.982	0.018	-11.441	0.007	2459522.745	3.145	1.686	-1.459	59522.74512	0.01931320792	0.01824828759	0.007615773106	0.4779442499
-13.136	0.003	-9.973	0.018	-11.42	0.007	2459522.745	3.163	1.716	-1.447	59522.74531	0.01931320792	0.01824828759	0.007615773106	0.4785299619
-13.206	0.003	-10.044	0.017	-11.454	0.007	2459522.745	3.162	1.752	-1.41	59522.74549	0.01838477631	0.0172626765	0.007615773106	0.4791184791
-13.222	0.003	-10.048	0.017	-11.513	0.007	2459522.746	3.174	1.709	-1.465	59522.7457	0.01838477631	0.0172626765	0.007615773106	0.4797535796
-13.089	0.003	-9.926	0.019	-11.343	0.007	2459522.746	3.163	1.746	-1.417	59522.74591	0.02024845673	0.01923538406	0.007615773106	0.4804150587
-13.216	0.003	-10.072	0.017	-11.485	0.007	2459522.746	3.144	1.731	-1.413	59522.7461	0.01838477631	0.0172626765	0.007615773106	0.481007194
-13.129	0.003	-9.929	0.019	-11.424	0.007	2459522.746	3.2	1.705	-1.495	59522.74631	0.02024845673	0.01923538406	0.007615773106	0.481653457
-12.997	0.003	-9.857	0.019	-11.277	0.008	2459522.747	3.14	1.72	-1.42	59522.74654	0.02061552813	0.01923538406	0.008544003745	0.4823723363
-13.251	0.003	-10.078	0.017	-11.536	0.006	2459522.747	3.173	1.715	-1.458	59522.74673	0.01802775638	0.0172626765	0.006708203932	0.4829565514
-13.226	0.003	-10.079	0.017	-11.518	0.007	2459522.747	3.147	1.708	-1.439	59522.74696	0.01838477631	0.0172626765	0.007615773106	0.483678924
-13.14	0.003	-9.967	0.018	-11.449	0.007	2459522.747	3.173	1.691	-1.482	59522.74715	0.01931320792	0.01824828759	0.007615773106	0.484283781
-13.199	0.003	-10.058	0.017	-11.475	0.007	2459522.747	3.141	1.724	-1.417	59522.74734	0.01838477631	0.0172626765	0.007615773106	0.4848694307
-13.213	0.003	-10.024	0.017	-11.505	0.007	2459522.748	3.189	1.708	-1.481	59522.74753	0.01838477631	0.0172626765	0.007615773106	0.4854525539
-13.199	0.003	-10.072	0.017	-11.496	0.007	2459522.748	3.127	1.703	-1.424	59522.74771	0.01838477631	0.0172626765	0.007615773106	0.4860364569
-13.063	0.003	-9.911	0.019	-11.35	0.007	2459522.748	3.152	1.713	-1.439	59522.7479	0.02024845673	0.01923538406	0.007615773106	0.486619207
-12.921	0.003	-9.646	0.023	-11.201	0.008	2459522.748	3.275	1.72	-1.555	59522.74809	0.02435159132	0.02319482701	0.008544003745	0.4872073815
-13.099	0.003	-9.959	0.018	-11.385	0.007	2459522.748	3.14	1.714	-1.426	59522.74828	0.01931320792	0.01824828759	0.007615773106	0.4877905367
-13.142	0.003	-9.991	0.018	-11.419	0.007	2459522.748	3.151	1.723	-1.428	59522.74846	0.01931320792	0.01824828759	0.007615773106	0.4883751888
-13	0.003	-9.863	0.02	-11.301	0.007	2459522.749	3.137	1.699	-1.438	59522.74865	0.0211896201	0.02022374842	0.007615773106	0.4889586547
-13.175	0.003	-10.016	0.018	-11.49	0.007	2459522.749	3.159	1.685	-1.474	59522.74888	0.01931320792	0.01824828759	0.007615773106	0.4896680878
-13.202	0.003	-10.032	0.018	-11.482	0.007	2459522.749	3.17	1.72	-1.45	59522.74907	0.01931320792	0.01824828759	0.007615773106	0.4902526775
-13.159	0.003	-9.983	0.018	-11.469	0.007	2459522.749	3.176	1.69	-1.486	59522.74926	0.01931320792	0.01824828759	0.007615773106	0.4908520463
-13.23	0.003	-10.053	0.017	-11.515	0.007	2459522.749	3.177	1.715	-1.462	59522.74944	0.01838477631	0.0172626765	0.007615773106	0.4914337975
-12.742	0.003	-9.613	0.024	-11.08	0.009	2459522.75	3.129	1.662	-1.467	59522.74967	0.02563201124	0.02418677324	0.009486832981	0.4921403311
-12.939	0.003	-9.798	0.02	-11.209	0.008	2459522.75	3.141	1.73	-1.411	59522.74986	0.02154065923	0.02022374842	0.008544003745	0.492722364
-13.21	0.003	-10.061	0.017	-11.515	0.007	2459522.75	3.149	1.695	-1.454	59522.75004	0.01838477631	0.0172626765	0.007615773106	0.4933051766
-13.137	0.003	-10.02	0.018	-11.461	0.007	2459522.75	3.117	1.676	-1.441	59522.75023	0.01931320792	0.01824828759	0.007615773106	0.4938882998
-13.113	0.003	-9.968	0.018	-11.418	0.007	2459522.75	3.145	1.695	-1.45	59522.75042	0.01931320792	0.01824828759	0.007615773106	0.494471455
-13.046	0.003	-9.912	0.019	-11.371	0.007	2459522.751	3.134	1.675	-1.459	59522.7506	0.02024845673	0.01923538406	0.007615773106	0.4950524265
-13.059	0.003	-9.926	0.019	-11.399	0.007	2459522.751	3.133	1.66	-1.473	59522.75079	0.02024845673	0.01923538406	0.007615773106	0.4956398852
-13.073	0.003	-9.949	0.018	-11.397	0.007	2459522.751	3.124	1.676	-1.448	59522.75098	0.01931320792	0.01824828759	0.007615773106	0.4962216684
-13.186	0.003	-10.032	0.017	-11.489	0.007	2459522.751	3.154	1.697	-1.457	59522.75117	0.01838477631	0.0172626765	0.007615773106	0.4968029521
-13.194	0.003	-9.996	0.018	-11.464	0.007	2459522.751	3.198	1.73	-1.468	59522.75135	0.01931320792	0.01824828759	0.007615773106	0.4973857327
-13.027	0.003	-9.933	0.019	-11.299	0.007	2459522.752	3.094	1.728	-1.366	59522.75154	0.02024845673	0.01923538406	0.007615773106	0.4979710091
-12.965	0.003	-9.829	0.02	-11.287	0.007	2459522.752	3.136	1.678	-1.458	59522.75173	0.0211896201	0.02022374842	0.007615773106	0.498557437
-13.053	0.003	-9.942	0.019	-11.349	0.007	2459522.752	3.111	1.704	-1.407	59522.75196	0.02024845673	0.01923538406	0.007615773106	0.4992723264
-12.911	0.003	-9.799	0.021	-11.244	0.008	2459522.752	3.112	1.667	-1.445	59522.75219	0.02247220505	0.02121320344	0.008544003745	0.500002307
-13.031	0.003	-9.907	0.019	-11.344	0.007	2459522.752	3.124	1.687	-1.437	59522.75238	0.02024845673	0.01923538406	0.007615773106	0.500584745
-13.178	0.003	-10.058	0.017	-11.509	0.007	2459522.753	3.12	1.669	-1.451	59522.75257	0.01838477631	0.0172626765	0.007615773106	0.501170052
-12.605	0.004	-9.344	0.029	-10.862	0.01	2459522.753	3.261	1.743	-1.518	59522.75275	0.0306757233	0.02927456234	0.01077032961	0.5017539244
-12.697	0.004	-9.637	0.023	-11.123	0.008	2459522.753	3.06	1.574	-1.486	59522.75294	0.02435159132	0.02334523506	0.00894427191	0.5023381076
-13.113	0.003	-9.998	0.018	-11.453	0.007	2459522.753	3.115	1.66	-1.455	59522.75313	0.01931320792	0.01824828759	0.007615773106	0.5029198602
-13.145	0.003	-10.005	0.018	-11.465	0.007	2459522.753	3.14	1.68	-1.46	59522.75332	0.01931320792	0.01824828759	0.007615773106	0.503504418
-13.187	0.003	-10.092	0.017	-11.502	0.007	2459522.754	3.095	1.685	-1.41	59522.7535	0.01838477631	0.0172626765	0.007615773106	0.5040854214
-12.839	0.003	-9.729	0.022	-11.175	0.008	2459522.754	3.11	1.664	-1.446	59522.75369	0.02340939982	0.02220360331	0.008544003745	0.5046693244
-13.069	0.003	-9.946	0.018	-11.361	0.007	2459522.754	3.123	1.708	-1.415	59522.75388	0.01931320792	0.01824828759	0.007615773106	0.5052560034
-12.976	0.003	-9.879	0.019	-11.303	0.007	2459522.754	3.097	1.673	-1.424	59522.75411	0.02024845673	0.01923538406	0.007615773106	0.5059943079
-13.166	0.003	-10.022	0.018	-11.481	0.007	2459522.754	3.144	1.685	-1.459	59522.75434	0.01931320792	0.01824828759	0.007615773106	0.5067070151
-13.028	0.003	-9.852	0.02	-11.341	0.007	2459522.755	3.176	1.687	-1.489	59522.75453	0.0211896201	0.02022374842	0.007615773106	0.5072916353
-13.198	0.003	-10.074	0.017	-11.52	0.007	2459522.755	3.124	1.678	-1.446	59522.75473	0.01838477631	0.0172626765	0.007615773106	0.5079129862
-13.192	0.003	-10.049	0.017	-11.495	0.007	2459522.755	3.143	1.697	-1.446	59522.75492	0.01838477631	0.0172626765	0.007615773106	0.5084936151
-13.156	0.003	-10.048	0.017	-11.497	0.007	2459522.755	3.108	1.659	-1.449	59522.7551	0.01838477631	0.0172626765	0.007615773106	0.5090778926
-13.161	0.003	-10.005	0.018	-11.479	0.007	2459522.755	3.156	1.682	-1.474	59522.75529	0.01931320792	0.01824828759	0.007615773106	0.5096656939
-13.175	0.003	-10.064	0.017	-11.5	0.007	2459522.755	3.111	1.675	-1.436	59522.75548	0.01838477631	0.0172626765	0.007615773106	0.5102513435
-13.12	0.003	-9.987	0.018	-11.424	0.007	2459522.756	3.133	1.696	-1.437	59522.75567	0.01931320792	0.01824828759	0.007615773106	0.510830882
-13.118	0.003	-9.969	0.018	-11.422	0.007	2459522.756	3.149	1.696	-1.453	59522.75585	0.01931320792	0.01824828759	0.007615773106	0.511413288
-13.154	0.003	-10.025	0.017	-11.475	0.007	2459522.756	3.129	1.679	-1.45	59522.75604	0.01838477631	0.0172626765	0.007615773106	0.512008696
-13.095	0.003	-9.959	0.018	-11.404	0.007	2459522.756	3.136	1.691	-1.445	59522.75623	0.01931320792	0.01824828759	0.007615773106	0.5125897009
-13.157	0.003	-10.056	0.017	-11.481	0.007	2459522.756	3.101	1.676	-1.425	59522.75642	0.01838477631	0.0172626765	0.007615773106	0.5131724815
-13.187	0.003	-10.063	0.017	-11.537	0.007	2459522.757	3.124	1.65	-1.474	59522.75664	0.01838477631	0.0172626765	0.007615773106	0.5138797934
-13.197	0.003	-10.059	0.017	-11.535	0.007	2459522.757	3.138	1.662	-1.476	59522.75687	0.01838477631	0.0172626765	0.007615773106	0.514589196
-13.175	0.003	-10.081	0.017	-11.508	0.007	2459522.757	3.094	1.667	-1.427	59522.75707	0.01838477631	0.0172626765	0.007615773106	0.5152120423
-13.124	0.003	-10.036	0.017	-11.442	0.007	2459522.757	3.088	1.682	-1.406	59522.75726	0.01838477631	0.0172626765	0.007615773106	0.5157934204
-13.193	0.003	-10.057	0.017	-11.536	0.006	2459522.757	3.136	1.657	-1.479	59522.75744	0.01802775638	0.0172626765	0.006708203932	0.5163758264
-13.147	0.003	-10.049	0.017	-11.488	0.007	2459522.758	3.098	1.659	-1.439	59522.75764	0.01838477631	0.0172626765	0.007615773106	0.5169745099
-12.913	0.003	-9.809	0.02	-11.265	0.008	2459522.758	3.104	1.648	-1.456	59522.75783	0.02154065923	0.02022374842	0.008544003745	0.5175735346
-13.181	0.003	-10.076	0.017	-11.553	0.006	2459522.758	3.105	1.628	-1.477	59522.75802	0.01802775638	0.0172626765	0.006708203932	0.5181588415
-13.169	0.003	-10.105	0.017	-11.515	0.007	2459522.758	3.064	1.654	-1.41	59522.7582	0.01838477631	0.0172626765	0.007615773106	0.5187437419
-13.12	0.003	-10.01	0.018	-11.469	0.007	2459522.758	3.11	1.651	-1.459	59522.75839	0.01931320792	0.01824828759	0.007615773106	0.5193257748
-13.181	0.003	-10.073	0.017	-11.541	0.006	2459522.759	3.108	1.64	-1.468	59522.75858	0.01802775638	0.0172626765	0.006708203932	0.5199115188
-12.972	0.003	-9.838	0.02	-11.291	0.008	2459522.759	3.134	1.681	-1.453	59522.75877	0.02154065923	0.02022374842	0.008544003745	0.5204964497
-13.15	0.003	-10.042	0.017	-11.501	0.007	2459522.759	3.108	1.649	-1.459	59522.759	0.01838477631	0.0172626765	0.007615773106	0.5212257451
-13.098	0.003	-10.036	0.017	-11.447	0.007	2459522.759	3.062	1.651	-1.411	59522.75919	0.01838477631	0.0172626765	0.007615773106	0.5218131718
-13.063	0.003	-9.989	0.018	-11.409	0.007	2459522.759	3.074	1.654	-1.42	59522.75938	0.01931320792	0.01824828759	0.007615773106	0.5223984773
-13.039	0.003	-9.964	0.019	-11.422	0.007	2459522.76	3.075	1.617	-1.458	59522.75956	0.02024845673	0.01923538406	0.007615773106	0.5229852493
-12.941	0.003	-9.85	0.02	-11.295	0.008	2459522.76	3.091	1.646	-1.445	59522.75975	0.02154065923	0.02022374842	0.008544003745	0.5235684045
-13.137	0.003	-10.039	0.017	-11.5	0.007	2459522.76	3.098	1.637	-1.461	59522.75994	0.01838477631	0.0172626765	0.007615773106	0.5241482856
-13.169	0.003	-10.055	0.017	-11.518	0.007	2459522.76	3.114	1.651	-1.463	59522.76012	0.01838477631	0.0172626765	0.007615773106	0.5247310662
-13.124	0.003	-10.034	0.017	-11.498	0.007	2459522.76	3.09	1.626	-1.464	59522.76031	0.01838477631	0.0172626765	0.007615773106	0.5253121016
-13.126	0.003	-10.023	0.017	-11.466	0.007	2459522.76	3.103	1.66	-1.443	59522.7605	0.01838477631	0.0172626765	0.007615773106	0.5258952568
-13.198	0.003	-10.076	0.017	-11.552	0.006	2459522.761	3.122	1.646	-1.476	59522.76069	0.01802775638	0.0172626765	0.006708203932	0.5264887947
-12.9	0.003	-9.799	0.02	-11.297	0.007	2459522.761	3.101	1.603	-1.498	59522.76089	0.0211896201	0.02022374842	0.007615773106	0.5271087416
-13.125	0.003	-10.058	0.017	-11.469	0.007	2459522.761	3.067	1.656	-1.411	59522.76107	0.01838477631	0.0172626765	0.007615773106	0.5276915222
